,0_x,0_y
59,"[""The city is at war\nAnd it's playtime for the young and rich\nIgnore me if you see me 'cause I just don't give a s***\nThe city is at war\nBless the young and rich\nWith designer drugs and designer friends\nThe city is at war\nAnd it's playtime for the young and rich\nIgnore me if you see me 'cause I just don't give a s***\nThe city is at war\nBless the young and rich\nWith designer drugs and designer friends\nHere's how it goes\nIt's about who you know\nIf you\nGot money you get in for free\nGet on your knees if you wanna reach the top\nThe party never stops (never stops)\nDon't stop now (don't stop now)\nCome on!\nStick around and see how it ends\nGet the money and run\nMeet me at the parking lot\nBang bang! Shoot 'em up yeah\nThe city is at war\nAnd it's playtime for the young and rich…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The City Is At War (Album Version)+Cobra Starship
60,"[""We carried you in our arms\nOn Independence Day\nAd now you throw us all aside\nAnd put us all away\nOh what dear daughter 'neath the sun\nWould treat a father so\nTo wait upon him hand and foot\nYet always answer no\nTears of rage, tears of grief\nWhy am I always the one who must be a thief\nCome to me now, you know we're so alone\nAnd life is brief\nWe pointed out the way to go\nAnd scratched your name in sand\nThough you thought that it was nothing more\nThan a place for you to stand\nAnd I want you to know that while you walked\nAnd discovered there was no-one true\nThat I myself really thought\nIt was just a childish thing to do\nTears of rage, tears of grief\nWhy am I always the one who must be a thief\nCome to me now, you know we're so alone\nAnd life is brief\nIt was all so very…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Tears Of Rage+Barbara Dickson
61,[],Invisible City+Wizzard Sleeve
62,"[""Tu étais mon second souffle\nMon intarissable source\nUne lueur dans la nuit\nQui éclaire ma vie\nOh miroir mon beau miroir\nDis moi ce qui s'est passé\nJe ne vois í mon égard\nQue de sombres pensées\nMon reflet s'en ai allé\nHarpenter le troitoir\nComme ces fleurs fanées\nQu'accoste les bateaux le soir\nAmour Propre ... sentiment sale\nRefrain (x2):\nTu étais mon second souffle\nMon intarissable source\nUne lueur dans la nuit\nQui éclaire ma vie\nMaintenant tu es partis\nIl ne me reste que le souvenir\nD'un amour enfuit\nEt c'est dans les yeux des autres\nQu'opère la métamorphose\nOu es-ce dans les miens\nQu'il n'y a plus grand chose\nSuis-je devenus un spectre?\nUne invulgaire ombre de couloir\nPeut être bien un insecte\nVoir pire un chat noir\nAmour Propre... sentiment sale\nRefrain (x2)\nJe te…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Amour propre+Freedom For King Kong
63,[],Cringe+Erectus Monotone
64,['Christmas always comes\nThis time of the year\nLittle girls and little boys\nDream of worlds full of toys\nThis time of the year\nWhen Christmas is near\nEvergreens are snowy white\nSleigh bells ring through the night\nThis time of the year\nWhen Christmas is near\nAnd somewhere near a steeple\nPeople kneel and pray\nAnd choirs sing\nCarols of Christmas day\nSanta Claus…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch'],This Time of the Year+Brook Benton
65,[],Tu Menti (2008 Digital Remaster)+CCCP - Fedeli Alla Linea
66,"[""Back to when I was born on a full moon,\nI nearly split my mama in two,\nWhile she held me proud I had the thought:\nWell, there's no one more beautiful than you.\nAhhhhh ahhhhhhh\nAnd you're the kindlin' still that burns below my heart,\nAnd you're the hooves that lead me through the forest.\nAhhhhh ahhhhhhh\nAnd you're the kindlin' still that burns below my heart,…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Hooves+Bowerbirds
67,"[""The look of love\nIs in your eyes\nA look your smile can't\ndisguise\nThe look of love\nIs saying so much more than\nJust words could every say\nAnd what my heart has heard\nWell it takes my breath away\nI can hardly wait to hold you\nFeel my arms around you\nHow long I have waited\nWaited just to love you\nNow that I have found you\nYou've got the look of love\nIt's on your face\nA look that time can't erase\nBaby be mine, tonight\nLet this be just the start of\nSo many nights like this\nLet's take a lovers vow\nAnd seal it with a kiss\nI can hardly wait to hold you\nFeel my arms around you\nHow long I have waited\nWaited just to love you\nNow that I have found you\nDon't ever go…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Look Of Love+The Three Sounds
68,[],Allting+Maqs
69,"[""Now, I want all you women folks to fall in line\nShake your shimmy like I'm shaking mine\nYou shake your shimmy and you shake it fast\nYou can't shake your shimmy, shake your yas yas yas\nNow you's a dirty mistreater, robber and a cheater\nSlip you in the dozen, your pappy is your cousin\nYour mama do the Lordy-Lord\nYonder go your mama going out across the field\nRunning and shaking like an automobile\nI hollered at your mama and I told her to wait\nShe slipped away from me like a Cadillac Eight\nNow she's a running mistreater, robber and a cheater\nPappy is your cousin, slip you in the dozen\nYour mama do the Lordy-Lord\nI like your mama and like your sister too\nI did like your daddy, but your daddy wouldn't do\nI met your daddy on the corner the other day\nYou know by…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",The Dirty Dozen+Speckled Red
70,[],Send Me On My Way+Le Reno Amps
71,"[""You're just like plasticine\nBeing molded into a libertine dreamer\nI feel so sorry for you\nIf you were thirteen I'd let you off\nBut you're not and you should know better\nGather my thoughts on a notepad with a parker pen\nAnd write you a letter but\nThere's not enough paper in the world\nThere's not enough paper oh have you heard all your friends go\nDadada dadada oh\nAll the words they seem to know\nAll the words in your songs go\nDadada dadada oh\nYou got an okay jacket\nBut you've got no spine\nPlease vacate this city of mine\nI only wish you had the song\nTo back-up, you're what took you so long\nBut we know that's not the case rather show your face\nIn an ancient bar that nobody goes in\nBecause they serve substandard gin\nNobody goes in there did they win\nDid you ask well…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Acrylic+The Courteeners
72,[],Last+Guzzard
73,[],Recover And Reset+Holiday With Maggie
74,"['Disponible en\nGoogle Play Música\nArtistas: Mikey Vegas, Illaj\nÁlbum: Fli Rock\nFecha de lanzamiento: 2007\nGénero: Hip-hop/Rap']",We Go+Illaj & Mikey Vegaz
75,[],Ich schieÃŸ dich zum Mond+Marco Reiss
76,"[""Unrelayed, bite right through\nCurse the weight that strains your mind\nStationary, facing nothing\nIt devours you from inside\nShort-lived passion, now inflamed\nRealize you've split the essence\nBoiling over, flesh melts fast\nLiberate the key to vengeance\nI'm not the one to steer this\nMy duties are fulfilled\nTake the strain and struggle\nThe endless downhill\nFrom a reasonable distance\nAll seems strangely quiet\nTake just one step closer\nAnd be entangled in my spite\nJackhammer comes crushing\nPounds to pulp with no relief\nBite the dust and chew it well\nSuffering's all I can give\nI'm not the one to steer this\nMy duties are…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",An emptier void+Scarve
77,[],Jesus_ Word Of God Incarnate+Mormon Tabernacle Choir
78,"[""Put on your coat put on your hat\nStep out the door find you're tumbling down the steps of life\nYou want to make a difference but a fact's a fact\nYou got too many things upon your mind\nYou want to make it big but you're playing for time\nCan't forgive the life you live\nAnd if you had a choice you'd fulfill your wish\n'Cause just an average man\nDo the best I can I go to work everyday\nCollect my pay save it all up for another grey day, another great day\nWhat the hell can I say, I can't go back to sleep\nAll because I wake No what they say, skies are grey Another great day\nYou know its here to stay\nWorking up sweat for the ones you adore\nComplicated circumstances often occur\nPush them to the side let yourself be heard\nHeadache, heartache make or break\nWho gets the…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Average Man+Maroon Town
79,[],Baptismal (Digitally Remastered)+Stanley Turrentine
80,[],Novo Amor (1995 Digital Remaster)+Carmen Miranda
81,[],Dapper+Frankie Paul
82,"['And the gods looked down, and they sighed\nAnd the gods looked down, and wondered why\nThat like the flowers we bloom and die\nThat however strong our arms, we let our hands be tied\nThat we build great walls, but for our sins\nWe open up the gates and let the assassins in\nAnd the gods looked down, and they sighed\nAnd the gods looked down, and they cried\nFor the ruins that once stood tall\nFor we slaves…\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",The Gods Looked Down+Sol Invictus
83,"[""Here comes that rainy day feeling again\nAnd soon my tears they will be falling like rain\nIt always seems to be a Monday\nLeft over memories of Sunday always spent with you\nBefore the clouds appeared and took away my sunshine\nHere comes that rainy day feeling again\nAnd I'll be dreaming of you, baby, in vain\nYour face is always on my mind, girl\nI'm hoping soon you're gonna find, girl\nYour way back to me\n'Cause if you say you'll stay\nThe rainy days will go away\nMisty morning eyes\nI'm trying to disguise the way I feel\nBut I just can't hide it\nPeople seem to know\nThe loneliness will show\nI'm thinking of my pride\nBut breaking up inside, girl\nHere comes that rainy day feeling again\nAnd soon my tears they will be…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Here Comes That Rainy Day Feeling Again+The Fortunes
