,0_x,0_y
10,"['Volver a los diecisiete\nDespués de vivir un siglo\nEs como descifrar signos\nSin ser sabio competente\nVolver a ser de repente\nTan frágil como un segundo\nVolver a sentir profundo\nComo un niño frente a Dios\nEso es lo que siento yo\nEn este instante fecundo\nSe va enredando, enredando\nComo en el muro la hiedra\nY va brotando, brotando\nComo el musguito en la piedra\nAy sí sí sí\nMi paso retrocedido\nCuando el de ustedes avanza\nEl arco de las alianzas\nHa penetrado en mi nido\nCon todo su colorido\nSe ha paseado por mis venas\nY hasta las duras cadenas\nCon que nos ata el destino\nEs como un diamante fino\nQue alumbra mi alma serena\nLo que puede el sentimiento\nNo lo ha podido el saber\nNi el más claro proceder\nNi el más ancho pensamiento\nTodo lo cambia el momento\nCual mago condescendiente…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind']",Volver A Los 17+Liliana Herrero
11,[],This Is Love (Album Version)+Dionne Warwick
12,[],Middle East+Bulletproof
13,"[""I got nothing, darling\nAll I've got are broken wings\nA little love means everything\nWe've got nothing, baby\nIf we don't take it for ourselves\nI need you more than ever now\nAnd still somehow\nWe get around in hand me downs\nWe get around in hand me downs\nNothing in the world comes easy for us\nEven when it looks that way\nI'm still getting round in the same stuff I wore in 1998\nWhen you gonna get a real job, son?\nAnd buy a little real estate\nIf that means living someone else's life\nI guess were gonna have to wait\nAnother day\nWe get around in hand me downs\nWe get around in hand me downs\nNothing in the world comes easy for us\nEven when it looks that way\nI'm still getting round in the same stuff I wore in 1998\nWhen you gonna get a real job, son?…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Hand Me Downs+Bob Evans
14,"[""While she lays sleeping, I stay out late at night and play my songs\nAnd sometimes all the night can be so long\nAnd it's good when I finally make it home, all alone\nWhile she lays dreaming, I try to get undressed without the light\nAnd quietly she says how was your night?\nAnd I come to her and say, it was all right, and I hold her tight\nAnd she believes in me, I'll never know just what she sees in me\nI told her someday if she was my girl, I could change the world\nWith my little songs, I was wrong\nBut she has faith in me, and so I go on trying faithfully\nAnd who knows maybe on some special night, if my song is right\nI will find a way, find a way\nWhile she lays waiting, I stumble to the kitchen for a bite\nThen I see my old guitar in the night\nJust waiting…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",She Believes (In Me)+Ronan Keating
15,[],Queensize Bed+E.C. Scott
16,[],Disobedience (Album Version)+Ricochet
17,[],Soaked In Torment (Album Version)+All Out War
18,"['Disponible en\nSpotify\nArtistas: Charlie Haden, Chris Anderson\nFecha de lanzamiento: 1997\nGénero: Jazz\nOtras personas también buscan: Alone Together, MÁS']",I Hear A Rhapsody+Charlie Haden & Chris Anderson
19,[],Mein Haus_ mein Boot_ mein Auto+Kollektiver Brechreiz
20,[],Harry O+Moped
21,[],Light's On (Album Version)+Secret Machines
22,"[""By the light of the waning moon\nUnder a blueblack sky\nThey talked the slow way home\nOf years passed closely by\nThey caught only a casual look\nFrom strangers with things to do\nOnly a loveless heart\nCould feel anything less than sure\nThat they're still in the mood\nStill in the mood\nAfter the time has passed\nThey were still in the mood\nYou'd take the chimes of midnight\nTo be the drum of your heart's desire\nAnd you'd change all you're golden rings\nFor one time on the wheel of fire\nSo take off your shabby coat\nLet all the leaves fall down\nLeave…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Still In The Mood+Deacon Blue
23,[],Mathissou+Ray Lema
24,[],Always crying+Aloan
25,[],FATHER'S DAY+Big Dipper
26,[],Saghmar N Nanna+Etran Finatawa
27,[],Livin' It Up (Extended Mix)+Mike Francis
28,"[""All the loving is loving, all the kissin' is kissing\nAll the loving is loving, all the kissin' is kissing\nBefore I met you baby, never knew what I was missing\nAll your love, pretty baby, that I got in store for you\nAll your love, pretty baby, that I got in store for you\nI love you pretty baby, well I say you love me too\nAll your loving, pretty baby, all your loving, pretty baby\nAll your loving, pretty baby, all your loving, pretty baby…\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",All Your Love+John Mayall's Bluesbreakers
29,"['Letras\nSHAKE DOWN THE STARS\nGlenn Miller\nShake down the stars, pull down the clouds\nTurn off the moon, do it soon… Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch\nDisponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Glenn Miller\nGénero: Jazz']",Shake Down The Stars+Glenn Miller & His Orchestra
30,"['Money money\nWelcome to my new and improved life\nOn the darkside\nClimbing in the neverending stairs of gold\nJust trying to grab and hold\nIt\'s all good\nMy face on the magazine\nLimelights\nAnd everybody\'s loving me\nI made a deal with these so called ""friends"" of mine\nAnd now I burn art\nLike I\'ll burn all the bridges behind\nAll bridges behind... (2x)\nRefrain:\nI\'m all over and I\'ve got it going\nI will turn my soul into profit\nI\'m all over and I\'ve got it going\nI\'ll make it happen\nJust the way you want it, yeah!\nAll over not gotta going, gotta going, gotta going...\nMoney, girls, cars…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Vanity Fair+Brightboy
31,"[""When I get the time\nI'd like to sit down\nAnd write a little rhyme for you\nJust a couple few\nI'd tell you what you mean to me\nWhen I get the time\nI'd put it all down\nAnd pick you up\nI'd say throw it all away\nThe world is me and you tonight\nWill there come a day\nWith nothing standing in my way\nLoving that dream\nWithin your arms\nWell I'll make it happen some day\nWhen I get the time\nI look in your eyes\nWarm places inside\nI've never been before\nI gotta find some more\nI know you don't owe me anything\nWhen I get the time\nWhen I get the guts\nTo live my life for me\nAnd do what I want to do\nI'd be the friend that you…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Get The Time+Descendents
32,"['Freight train\nWhy am i , iým arriving late tonight\nAnd the world is turning\nRound and round the sun\nAll the places spinning by and by one by one\nComing home, iým on time\nBeen gone such a long time\nGoodbye traveling\nSo long to the boys in the band\nGoodbye traveling\nSo long to the boys in the band\nWe play tunes today\nLeaving memory of yesterday\nAll the circles widen getting in the sun\nAll the seasons spinning…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Boys In The Band+Mountain
33,"['Dirección: Ronda del General Mitre, 259, 08023 Barcelona\nHorario:\nAbierto ⋅ Cierra a las 19:00\n\nLos horarios o los servicios pueden variar\nTeléfono: 678 10 44 23']",Hide & Seek+Count Basic
34,"['Disponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Gregory Isaacs\nÁlbum: No Contest\nFecha de lanzamiento: 1989\nGénero: Reggae\nOtras personas también buscan: Easy Life, Big All Around, No Camouflage, Why Cry, Neon Lights Flashing, Open Up']",Love Me Or Leave Me+Gregory Isaacs & Dennis Brown
35,"[""You've got me poppin' champagne, I'm at it again\nCaught up in the moment but not in the right way\nI'm falling in between, tearing up at the seams\nWe're just aiming to please and aesthetics don't hurt one bit\nSo follow me down, take this all the way\nAny way you want to\nWhy don't you say so? I think I'm caught in between\nThe nights and days fly by when I'm lost on the streets\nAnd my eyes, they despise you for who I am\nWhy don't you say so? Why don't you say so?\nYou've got me thinking that lately I've been wishing\nThe television set would show me more\nThan just a picture of the things I've grown to detest\nI strip down my dignity they can take all of me\nBut they won't ever take what I still believe\nSo follow me down, take this all the way\nAny way you want to…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Poppin' Champagne+All Time Low
36,[],My Second Home (2007 Remastered Album Version)+Tracy Lawrence
37,[],My secret+Charles Schillings
38,[],Living Love+Ronnie Laws
39,[],El Insecto+Audio Lotion
40,"[""Once upon a slime I thought you royalty\nI would never have questioned Your loyalty\nDon't act so surprised I saw through your disguise\nBut with friends like you Who needs enemas\nUp until recently Never had a clue I must admit I pity you\nI'm through with your kind Cause you've wasted my time\nPlease do not release them Lord, knows what they do\nI can't believe how cruel life is\nEmotional blackmail Makes me sick, oh so sick\nWho is to blame for constant shame on you\nThese words I use, Don't confuse, with cool\nThis misfortune, not lost but won deserved\nChoosing is hard Careful which god you serve\nTraitors many,…\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Hail And Farewell To Britain+Type O Negative
41,[],Tomorrow And A Loaded Gun+Throttlerod
42,[],Maybe You'll Be There+Lee Andrews_ The Hearts
43,"[""There was a light\nSo dear to me\nI wanted to live\nThere was a time\nSo near to me\nI asked you to give your life to me\nIf it's a sign\nSent down to me\nI'm asking you why\nIt had to be\nSpending all my time\nWaiting to die\nWhat's the use\nThere was a…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",There Was A Light+Chris Bell
44,"[""With every beat of my heart its getting dark\nThere's something in the air\nThe doors aren't locked, you know it's not\nBut I just know you're somewhere\nHands on the table, are they empty got a fable\nIs it true?\nSay he's coming no one said a word\nThey've gotten through\nIts such a crush, its getting hot\nTemperature's rising it's getting hot\nShot a single word for telling true\nI can hear him pant\nI wanna leave but I just can't breathe free\nIf they begin their chant\nIts such a crush, its getting hot…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Gettin' Hot+The Runaways
45,[],Strings Attached To The Heart+Jean Michel
46,[],A Espera+Rodrigo LeÃ£o
47,"[""You're my guy\nYou fuck me all the time\nI'm lonely every night\nDon't know what you want from me\nMy heart is broken\nCan't you see that I'm a mess?\nI second guess myself\nI need mental help\nWhen I look into yr eyes you make me smile but tell me lies\nI can't believe the words you say\nWanna wanna run away\nI wanna run but I can't even walk so I'm sitting down\nNot knowing how to talk to you\nWhen you see me on the street I never want our eyes to meet\nSo now I'm locked behind the door\nDon't know what I'm livin' for\nAnd you don't even seem to care at all\nYou don't even seem to care at all\nYeah I'm your Girl\nAnd I should…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",You're My Guy+Vivian Girls
48,[],Vecchia Balera / I Tuoi Vent'anni+Roberto Vecchioni
49,"[""Strapped down and heavy, tied up\nAnd bound\nThis weight I carry, this weight\nI've found\nSo, let me be the one to say I've\nReally had enough\nDownfallen on\n(Yes, you meant the world to me)\nMy sweet love\nSo headstrong\n(Are you?)\nStrong\nOne time too many\nYou've let me down\nWon't think what could be\nCan' feel much now\nDownfallen on\n(Yes, you meant the world to me)\nMy sweet love\nSo headstrong\n(Are you?)\nStrong\nDoes it really meant that much to you,\nTo hide your fear, to test the way I feel\nWatch me fall …\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Headstrong (Album Version)+Earshot
50,"[""Ich kenne dein Geheimnis und ich sag dir wer du bist\nDu bist zu schön, um wahr zu sein\nIch weiß, was du vermisst\nDu vermisst dich, du vergisst dich, du bist nicht\nOder bist du mehr als der Schatten deiner selbst ist\nKomm mit, komm mit, komm mit mir durch die Tür\nLass mich dir zeigen was mir fehlt, komm her zu mir\nWillst du das, was dir mein Mund verspricht\nIch würde dir geben was ich brauch', du willst es auch, oder nicht?\nTausend kleine Tode schenke ich dir\nDas dir an dir gehört jetzt mir\nHit me baby, drive me crazy\nDas dir an dir gehört jetzt mir\nTake me slowly, make me holy\nHit me, hit me, hit me\nDenn wenn du kommst, bist du da, bist du noch so wahr\nDenn ich hab' es immer schon gewusst\nDie Lust, die ich in deinen Augen sah\nHält mich gefangen, ein…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Hit Me+Falco
51,[],Jennifer Gentle+Switches
52,['Disponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Rancid\nÁlbum: Let the Dominoes Fall\nFecha de lanzamiento: 2009\nGénero: Música alternativa/Indie'],That's Just The Way It Is Now+Rancid
53,[],Miss Understanding+Mark Foggo
54,[],Gangsta Nation+Westside Connection Featuring Nate Dogg
55,"[""Breathe you out, breathe you in\nYou keep coming back to tell me you're the one who could have been\nAnd my eyes see all so clearly, it was long ago and far away but it never disappeared\nI tried to put it in the past\nHold on to myself and don't look back\nI don't wanna dream about all the things that never were\nBaby, I can live without and I'm out from under\nI don't wanna feel the pain, what good would it do me now?\nGet it all figured out\nAnd I'm out from under\nSo let me go, just let me fly away\nLet me feel the space between us grow deeper and darker every day\nWatch me now, and now someone knew your heart will be unbroken\nIt will open up for everyone to choose\nEven when I cross the line, it's like a lie I told a thousand times\nI don't wanna dream about all…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Out From Under+Ali Campbell
56,"[""Somewhere there's music\nHow faint the tune\nSomewhere there's heaven\nHow high the moon\nThere is no moon above\nLove is far away too\n'Til it comes true\nThat you love me as I love you\nSomewhere there's music\nHow near, how far\nSomewhere there's heaven\nIt's where you are\nThe darkest night would shine\nIf you would come to me soon\nUntil you will, how still my heart\nHow high the moon\nAah-aah-aah-aah-aah-aah-aah-aah-aah\nSomewhere…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",How High The Moon+Les Paul and Mary Ford
57,[],Land Of Secrets+Sime Nugent
58,[],What Are You Looking For (Radio Mix)+Sick Puppies
59,[],De Hombre A Hombre+Gotan Project
60,"[""Blow up! Blow up for the mystery tour...\nThe source of self-destruction\nLead on your death's construction\nThe masterful mystery tour is waiting to pull all your strings\nTwist your mind and smash all your dreams Master... Master\nYou know more is all you need\nJust taste me and you'll see\nCall my name and I'll hear you scream Master... Master\nA rhyme without a reason\nYour mind is out of season\nThe…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Masterful Mystery Tour+Beatallica
61,[],Opa! PeraÃ­_ Caceta+Raimundos
62,[],Troppo Facile+Sergio Cammariere
63,"[""Liberation (libera-a-a-ation), liberation\nIt's time for liberation, (right now-ow-ow)\nLiberation (libera-a-a-ation), liberation\nIt's time for liberation\nOut of our way because we're ready to fly (liberation)\nAnd for this right we stand here willing to die (liberation)\nNo we won't let those small minds stand in our way\nIf there's a price then we are willing to pay\nStand up and sing together all in one voice (liberatio-io-ion)\nIf you're in love with freedom you have no choice (liberatio-io-ion)\nEven a child can see that now is the ti-I-ime\nWhen will you learn my friend that you're satisfie-ie-ie-ied\nLiberation (libera-a-a-ation), liberation\nIt's time for liberation (right now-ow-ow)\nLiberation (libera-a-a-ation), liberation\nIt's time for liberation\nWe'll put…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Liberation+Village People
64,"[""Autostrada deserta\nAl confine del mare\nSento il cuore più forte di questo motore\nSigarette mai spente\nSulla radio che parla\nIo che guido seguendo le luci dell'alba\nLo so, lo sai\nLa mente vola\nFuori dal tempo\nE si ritrova sola\nSenza più corpo\nNè prigioniera\nNasce l'aurora\nTu sei dentro di me\nCome l'alta marea\nChe scompare e riappare portandoti via\nSei il mistero profondo\nLa passione l'idea\nSei l'immensa paura che tu non sia mia\nLo so, lo sai\nIl tempo vola\nMa quanta strada\nPer rivederti ancora\nPer uno sguardo\nPer il mio orgoglio\nQuanto ti voglio\nTu sei dentro di me\nCome l'alta marea\nChe riappare e scompare portandomi via\nSei il…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Alta Marea+Antonello Venditti
65,"['Cuéntame como te ha ido\nEn tu viajar por ese mundo de amor,\nVolverás dije aquel día,\nNada tenía y te fuiste de mi.\nHáblame de lo que has encontrado\nEn tu largo caminar\nCuéntame como te ha ido\nSi has conocido la felicidad\nCuéntame como te ha ido\nSi has conocido la felicidad\nCómo estás sin un amigo\nTe has convencido que yo tenía razón.\nEs igual, vente conmigo aún sigue vivo\nTu amor en mi corazón\nHáblame de los que has encontrado\nEn tu largo caminar\nCuéntame como te ha ido\nSi has conocido la felicidad\nCuéntame como te ha ido\nSi has conocido la felicidad\nTe soñaba, sin…\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch']",Cuentame+Formula V
66,[],Devotion+Stephen DeRuby
67,[],Karaoke Night+Atta
68,[],Come Leh We Jam+Calypso Rose
69,[],The Missionary+Josef K
70,"['Are my hands not black?\nBlack with the filth of this ageless denial?\nFrom the first birthing breath, to the stillness of death\nThe light of the ""right"" has been deceived\nAnd thus we live our lives\nAlways one step from the ""heavens""\nShattering the spell\nOne act that will free us\nShattering the spell\nBeaten by the lies of failure\'s conquest\nOne step from the ""heavens""\nShattering the spell\nWhen every breath\'s a warning and every moment a sign,\nLay me amidst the pinewood walls to regain what once was mine\nAll\'s pale\nShattering the spell\nFlesh pales\nShattering the spell\nAre my hands not red?\nRed with the truth that has conquered denial?\nFrom the first broken vow, to the last fighting breath\nThe light of the ""right"" has been deceived\nAnd thus we…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Shattering The Spell+Arsis
71,[],City Wakes Up+Biosphere
72,"['Enfrentarei todo o mal, só pra te ver\nJunto da boca do mar, quero viver\nA musa do meu astral, mentalize\nPara acalmar geral, verbalize\nTodas as luzes, todos os sons\nE nem a claridade de um sonho bom vai\nAbrir os meus olhos e a minha cabeça\nSe pra toda a ideia eu tiver uma barreira\nFaço o que faço, sou o que sou\nE de nada importa o que se falou\nDos versos do povo dessa tradição\nEu quero é cantar pro resto dessa vida\nEnfrentarei todo o mal, só pra te ver\nJunto da boca do mar, quero viver\nA musa do meu astral, mentalize\nPara acalmar geral, verbalize\nTodas as luzes, todos os sons\nE nem a claridade de um sonho bom vai\nAbrir os meus olhos e a minha cabeça\nSe pra toda a ideia…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Verbalize+Natiruts
73,[],Think About The Way 2k9+Gigi Barocco vs. Ice MC
74,[],Falling In Love+Fat Boys
75,[],The Empty Sky+Anugama
76,[],Lonesome Room (Previously Unreleased Take)+Sonny Terry
77,[],Drowning the Veil+This Burning Effigy
78,"[""Around the world I searched for you\nI traveled on\nWhen hope was gone\nTo keep a rendez-vous\nI knew some where, some time, some how\nYou'd look at me\nAnd I would see\nThe smile you're smiling now\nIt might have been in country Down\nOr in New…\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Around The World+Victor Young
79,[],Fast Forward The Future (Hallucinogen Mix)+Zodiac Youth
80,[],Lectrified+DJ Brainnrg
81,"[""Baby please don't go\nBaby please don't go\nBaby please don't go\nDown to New Orleans\nYou know I love you so\nBefore I be your dog\nBefore I be your dog\nBefore I be your dog\nI get you way'd out here\nAnd I let you walk alone\nTurn your lamp down low\nTurn your lamp down low\nTurn your lamp down low\nAnd I beg you all night long\nBaby please don't go\nYou brought me way down here\nYou brought me way down here\nYou brought me way down here\n'Bout to Rolling Forks, you treat me like a dog\nBaby please don't go\nBaby please don't go\nBaby please don't go\nBack to New Orleans\nI beg you all night…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Baby Please Dont Go+John Hammond
82,"[""Is it me or is it you\nTell me what am I to do?\nI've got my back up against the wall\nYour silly smile is at my face again\nWas I wrong or was I right?\nI guess I should have taken my own advice\nI thought we'd talk this out before\nBut we keep opening the same old doors\nAnd so you've got me where you want\nI feel you've got me on my knees\nYes, you have me bleeding\nAnd so you've got me once again\nI feel you've got me near the end\nYes, you have me bleeding\nAnd so you've got me where you want\nI feel you've got me on my knees\nYes, you have me bleeding\nTry to believe I am drained\nI don't wanna bleed no more\nDon't wanna bleed no more\nWas it me or was it you?\nI cannot share your point of view\nI've given everything I can\nMaybe you don't like who I am\nWas I wrong to treat you…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Bleeding+Nil Lara
83,[],Southern Mystery+The Brilliant Corners
84,"[""The time is now to tell\nAll your secrets of the sea\nThe glorious\nWe greeted all the things that caught our eyes\nIt takes you back to a place\nWhere we were drunken and disgraced\nWhere we were young\nAbusing all the things that we had won\nYou take another and I'll be watching\nYou never change\nYou never change\nYou're all the same\nI can't keep you down\nI can't keep you down\nSomewhere out along the way\nSomething seems to change in your eyes\nWhat's new to me is old to you\nAnd now it's our time to rise\nThe time is now to tell\nAll your secrets of the sea\nThe glorious\nWe greeted all the things that caught our eyes\nIt takes you back to a place\nWhere we were drunken and disgraced\nWhere we were young\nAbusing all the things that we had won\nYou take another and I'll be watching\nYou…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Never Change+Fightstar
85,"[""Another wave crashed over you\nIt put you in a spell\nOn a cold place you know well\nIt pulls you further out to sea\nUnder the lights at Tilbury\nI still love your melody\nIn a tied end town\nEveryone hallucinating on you\nBut a northern whale wouldn't leave you\nUntil all England's tears are done\nAnd the day comes, we move on endlessly\nThey only hear you in a dream\nLying by a sad machine\nSing on, love…\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Northern Whale+The Good_ The Bad and The Queen
86,"[""To day j'ai la vague à lames\nJe n'sais trop pourquoi\nJe sens mon coeur sur la lame\nD'une vague de froid\nSuis-je dans le no-\nMan's land qui sait\nOu dans le no-way\nNobody knows\nSi l'on joue vrai\nOu bien over play\nO.k. o.k. yeah\nJe nage en eau\nTrouble je sais\nQue ce n'est pas gai\nDe ma piro-\nGue je vois s'éloigner\nMes deux pagaies\nO.k. o.k. yeah\nSur de l'émail\nOu do corail\nVais je m'échouer\nLa vague à lames\nPeut ítre une brise de l'&acirc;me\nJaillit une lame\nDe couteau &ccedil;a tourne au drame\nEn nage en eau\nJ'ai la fièvre\nDes tropiques des marais\nFrissons au dos\nJ'me sens…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",La Vague A Lames+Vanessa Paradis
87,"[""Faren min va skipper\nOg han seilt sin egen sjø\nHan sto ved roret på den veien\nTe han plutselig va død\nEin vinterdag kom æ for øye\nKunna vært ein redningsbøye\nMen han va itj interessert i d\nHan va skipper og mått bli me ned\nHan spælt førstefiolin\nVa alltid like brun og fin\nHan snakka fransk\nOg rapa gammeldansk\nHan komponert ein symfoni av\nBayer-øl og Hodevi\nOg fræmført den for allj som villja hør\nTe slutt så hadd allj sammen hørt den før\nÆ har aldri vært ein havets mann\nÆ trives bæst me føtter'n på d tørre land\nÆ har soleklare grunna te d\nVerden treng itj ein sånn skipper te\nI-e, I-e\nFaren min va skipper\nOg sjø'n den va rund\nHan seilt rundt i ei flaske\nTe flaska den va tom\nNo…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Faren Min+Tre SmÃ¥ Kinesere
88,"[""Well, my friends, the time has come\nRaise the roof and have some fun\nThrow away the work to be done\nLet the music play on\nEverybody sing, everybody dance\nLose yourself in wild romance, we going to\nParti', karamu', fiesta, forever\nCome on and sing along\nWe're going to parti', karamu', fiesta, forever\nCome on and sing along\nAll night long (all night), all night (all night)\nAll night long (all night), all night (all night)\nAll night long (all night), all night (all night)\nAll night long (all night), ooh yeah (all night)\nPeople dancing all in the street\nSee the rhythm all in their feet\nLife is good, wild and sweet\nLet the music play on\nFeel it in your heart and feel it in your soul\nLet the music take control, we going to\nParti', liming, fiesta, forever\nCome on and…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",All Night Long (All Night)+Lionel Richie
89,"[""Il fait de plus en plus froid dans la chambre\nT'es pas là pour me réchauffer\nTu rentres de plus en plus tard,\nTard le soir et\nT'essaies de m'éviter\nTu voulais plus d'espace\nJe t'ai donné toute la place\nOn dirait que t'en as jamais assez\nDis-moi est-ce à cause de moi, moi\nQue ma présence te rend de glace\nOn dirait que j'ai plus ma place\nDis-moi est-ce à cause de moi, moi\nQue tu t'éloignes un peu de moi\nOn dirait que j'ai plus ma place\nT'as toujours quelque chose de mieux à faire\nC'est tes amis ou ton verre oh oui\nJe suis toujours le dernier dans tes plans\nSuis-je le moins important\nTu voulais…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",J'ai Plus Ma Place+Marc Antoine
90,"[""Where do you all come from?I gotta find you outMakes you feel any, heads you can healMy God you're upside downAn' I heard all you green gods are all jeering a bound(?)My don't they get aroundNow where did you get that hat?Any religion would be proud of thatYou can stand it on high like a flag in the skyWhile your pilgrim's all got stoned on thatWe'll share a thousand mirrorsAnd a beautiful viewAnd everybody talking about youWhere did you get those clothes?Off a streetcar I supposeYou gotta be cool to look like a foolYou ain't exactly smelling like a rose'N everybody's asking everybody out there(?)Where do you all come from?Where do you all come from?Thank you for reason Ralph J.…\nTraducir al español\nFuente: LyricFind""]",Where Do You All Come From+Mott The Hoople
91,"[""I might be moving to the east\nto part my ways\nAnd I will try to get something\nI don't have yet\nIf I do, I will look at it\nfor days and days\nuntil I will never forget\nI have heard this mental search\nhas made them all\ntake a look along the border\nHaving the urge\nFor their minds\nto be lifted\nto something new\nI'm running to meet\nmy higher self\nI trust the speed\nuntil I have no…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Probably Built In The Fifties+The Gathering
