,0_x,0_y
34,"[""Just wanna know ya\nJust wanna talk to ya\nI wanna hear about your day\nI'd never leave ya\nNever be mean to ya\nI'd always let you get your way\nSomething good will come our way\nAnd maybe this good thing's gonna happen today\nIf I were honest I 'd tell you everything\nBut it keeps coming out as lies\nIt's not a promise\nIn case you're wondering\nIt's not some blessing in disguise\nBut something good will come our way\nAnd maybe this good thing's gonna happen today\nSomething good will come our way\nAnd maybe this good things gonna happen today\nI know romance is not in fashion\nAnd my heart is on the line\nIf you would be so kind\nTo help me kill some time\nThen something good just might come crashing\nFrom the stars that light the sky\nIf you would be so kind\nTo help me kill some…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Something Good+Bic Runga
35,[],Les Lapins Sur La Plage Au Soleil+Klimperei
36,[],Casava Piece+Earl Sixteen
37,[],Elegy (Demo-`99 Remixed)+Edge Of Sanity
38,[],Untouched [Listen Deep Remix]+The Veronicas
39,[],Sam+Scuola Furano
40,"[""When I grow up there will be a day\nWhen everybody has to do what I say\nDon't do this don't do that\nDon't you ever talk back\nDon't speak with food in you mouth\nJust keep quiet while the grown ups are talking\nI'm not being mean I'm just being fair\nIt's just because I really care\nYou know that I love you\nBut shut your mouth\nYou just have to do what I say\nI don't want you to lie\nYou're much too old to cry\nYou're just to young to know\nBut when you're older you'll understand\nYou are mine I own you\nLook at me I'm talking to you\nDon't use that tone to me\nSo shut your mouth\nYou just have to do what I say\nDo what I say\nWhen I grow up there will be a day\nWhen everybody has to do what I say\nWhen I grow up there will be a day\nWhen everybody has to do it my way\nI've paid to…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Do What I Say+Clawfinger
41,[],Motivate+Natas
42,"[""I should have known better\nThan to let you go alone\nIt's times like these\nI can't make it on my own\nWasted days, and sleepless nights\nAn' I can't wait to see you again\nI find I spend my time\nWaiting on your call\nHow can I tell you, babe\nMy back's against the wall\nI need you by my side\nTo tell me it's alright\n'Cause I don't think I can take anymore\nIs this love that I'm feeling\nIs this the love that I've been searching for\nIs this love or am I dreaming\nThis must be love\n'Cause it's really got a hold on me\nA hold on me\nI can't stop the feeling\nI've been this way before\nBut, with you I've found the key\nTo open any door\nI can feel my love for you\nGrowing stronger day by day\nAn' I can't wait too see you again\nSo I can hold you in my arms\nIs this love that I'm feeling\nIs…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Take Me With You (Live) (2008 Digital Remaster)+Whitesnake
43,"[""Diamond life, lover boy\nHe move in space with minimum waste and maximum joy\nCity lights and business nights\nWhen you require streetcar desire for higher heights\nNo place for beginners or sensitive hearts\nWhen sentiment is left to chance\nNo place to be ending but somewhere to start\nNo need to ask, he's a smooth operator\nSmooth operator, smooth operator\nSmooth operator\nCoast to coast, LA to Chicago, western male\nAcross the north and south, to Key Largo, love for sale\nFace to face, each classic case\nWe shadow box and double cross\nYet need the chase\nA license to love, insurance to hold\nMelts all your memories and change into gold\nHis eyes are like angels but his heart is cold\nNo need to ask, he's a smooth operator…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Smooth Operator+Pru
44,"[""You arrive like a dragonfly\nFloat above the grass, trembling still\nThink you might open up your heart\nOpen up your heart, someday you will\nYes, there's always a way\nYes, there's always a way\nTo end this isolation\nWhen you rise like the Milky Way\nOn a luminous night the epic unknown\nThough I try, try to find a sign\nOf another life, I am alone\nAnd there's always a way\nYes, there's always a way\nTo end this isolation\nOne step away from everyone\nIf you could open it up\nYou could connect it to us\nOne step is more than enough\nTo get a look in\nYou could be already gone\nI wish you would take me along\nTo…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Isolation+The Ducky Boys
45,"[""Surprise sometime\nWill come around\nSurprise sometime\nWill come around\nI will surprise you sometime\nI'll come around\nOh, I will…\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",[Untitled]+The 3rd
46,"[""I've been starin out the window,\nAt my favorite late night bar,\nWhere the neon shines in every women's eyes,\nI guess I'll line em up once more,\nYour memory I'll try to drown tonight.\nFor what it means to you,\nShe meant nothing to me.\nWhy i restored i ever loved at all, Is the mistory,\nFinding me, took losing you,\nI'm holding out till the bitter end.\nFor what it means to you,\nShe meant nothing to me.\nThought admire was outta sight,\nShe caught me late one friday night,\nWith a brown eyed queen in tight fittin jeans,\nSaid she'd show me the light,\nThe love we knew I'd never thought…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",For What It Means+Left Front Tire
47,[],Cold War Suite from How It Happens (The Voice of I.F. Stone)_ What Would Have Happened+Kronos Quartet
48,['Jag ser ljusen som tänds I parken vid Kungsholmens Hamn\nJag ser pojkar som gråter och flickor som tar de ihand\nJag ser mannen på balkongen ta en tyst minut för sig själv\nDet kan aldrig göras ogjort det där som hände ikväll\nÄr du en av de som var där när det hände\nEller saknade du någon du en gång trodde du kände\nÄr du en av de som gråter när ingen ser på\nÄr du en av de som berörs ändå\nJag ser mig I spegeln med ögon röda av gråt\nJag tänker hur gick det till hur bar de sig åt\nMin lillebror går ut och vi vet aldrig vart han ska\nJag blir så rädd när jag tänker att det kunde vart han eller jag\nAldrig mer ung eller aldrig mera fri\nNär det handlar om barn har vi rätt att ta någons parti\nMen ni vet hur det känns när röda ögon ser svart\nOch jag sänder en tanke…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch'],Kungsholmens Hamn+Melissa Horn
49,[],Gabin Vs Cal's Bluedo (Album Version)+Gabin
50,"[""Forever my darling our love will be true\nAlways and forever I'll love only you\njust promise me darling your love in return\nMay this fire in my soul dear forever burn\nMy heart's at your command dear\nTo keep love and to hold\nMaking you happy is my desire dear\nKeeping you is my goal\nI'll forever love you\nFor the rest of my days\nI'll never part from you\nOr your loving ways\nJust promise me darling your love in return\nMay this fire in my soul dear forever burn\nMy heart's at your command dear\nTo keep love and to hold\nMaking…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Pledging My Love+Johnny Tillotson
51,"[""Can I Scream?!\nCan i??\nWe lack the motion\nTo move to the new beat.\nWoo\nWe lack the motion\nTo move to the new beat.\nIt's here for us to admire\nIf we can afford the beauty of it.\nCan afford the luxury of turning our heads.\n(If we tried, if we tried, if we tried!)\nAdjust the $1000 smile,\nand behold the creation of man.\nGreat words won't cover ugly actions.\nGood frames won't save bad paintings!\nWoo!\nWe lack the motion\nTo move to the new beat.\nYeah!\nWe lack, motion\nWhen the day is over,\n(Hey!)\nand the doors are locked on us.\n'Cause money buys the access\nand we can't pay the cost.\nHow can we expect anyone to listen,\nIf we using the same old voice.\nWe need New Noise.\nNew art for real people!\nWe dance to all the wrong songs.\nWe enjoy all the wrong…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",New Noise+Refused
52,"['It was in the merry month of May\nThe green buds were swellin\'\nSweet William on his death bed lay\nFor the love of Barbry Ellen\nHe sent his servant to the town\nTo the place where she was dwellin\'\n""The Master\'s sick and he send for you,\nIf your name be Barbry Allen.""\nSo slow-ly, slow-ly she got up\nAnd slow-ly she came a\' nigh him\nAnd all she said when she got there\n""Young man I believe you\'re dyin\'.""\nOh yes I\'m low, I\'m very low\nAnd death is on me dwellin\'\nNo better, no better I never will be\nIf I can\'t have Barbry Allen\nOh yes you\'re low, and very low\nAnd death is on you dwellin\'\nNo better, no better you\'ll never be\nFor you can\'t get Barbry Allen\nFor don\'t you remember in yonder stand\nIn yonder stand a\' drinkin\'\nYou passed your glass all round and round\nBut not to…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",The Cruelty of Barbry Ellen+Meg Baird
53,[],The Secret Marriage (by Sting)+Laura Leon
54,[],Med Ã¶ppna Ã¶gon+Tomas Ledin
55,"[""Hey, That's No Way Say Goodbye\nI loved you in the morning\nOur kisses deep and warm\nYour head upon the pillow\nLike a sleepy golden storm.\nYes many loved before us\nI know that we are not new\nIn cities and in forests\nThey smile like me and you.\nBut now it's como to distances\nAnd both of us must cry\nYour eyes are soft with sorrow\nHey that's no way to say goodbye.\nI'm not looking for another as I\nWander in my time\nWalk me to the corner\nOur steps will always ride.\nYou know my love goes with you\nAnd your love stays with me\nIt's just the way it changes\nLike the shorelines and the sea.\nBut let's not talk of love or chains\nAnd things we can't untie\nYour eyes are soft with sorrow\nHey that's no way to say goodbye.\nI loved you in the…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Hey That's No Way To Say Goodbye+Renato Russo
56,"['Well, I was walking down this cold and empty boulevard\nWhen music started drifting to my ears\nAnd memories of days I spent together with that girl\nSo hazy and confused filled my eyes with tears\nAnd as I heard that music playing\nA voice inside my mind said:\n""Got to fight for love\nWhen you hear that music playing\nGot to fight for love\nAnd that voice inside your mind says\nGot to fight for love\nGot to pick a card and play it wide and high\nGot to fight for love\nA king to beat a king there ain\'t no time\nGot to fight for love"".\nFrom all those disenchanted lovers cries\nOf reason and good advice to me\nWhy should anybody have to pay the price for leaving\nA breaking up that never had to be\nAnd as I heard that music playing\nA voice inside my mind said:\n""Got to fight for…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Fight For Love+Sniff 'n' The Tears
57,"[""Voice of televangelist to moms and dads at home\nWho will your kids listen to and who will they ignore?\nTell them lies and feed them shit, don't those homos make you sick?\nBut are you gonna follow, or are you gonna lead?\nWe're all equal in the end\nVoice of white supremacist to moms and dads at home\nWho will your kids listen to and who will they ignore?\nTell them lies and feed them shit, don't those niggas make you sick?\nBut are you gonna follow, or are you…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Were All Equal In The End+A Global Threat
58,[],Mookies Last Christmas (Acoustic)+Saosin
59,"[""This twisted wretched place shadowed by the utmost darks of hell\nIn dreams of black beyond the bound of a withered witch's spell\nWhere the doors surely are locked when the sun threatens to wane\nWhere shamblers dwell in dim moon light beyond the warmth of day\nLiars line the roads at dawn\nWatchful eyes are upon you held\nSacred weapons to the sacred revealed\nTo be unleashed upon this council of hell\nBlood flows down the streets at night where wolves cry out for flesh\nWhere a horrible curse taints the woodlands nearby\nWith the forms of the walking dead\nUnholy inversion of hope twisting the faith of the meek into hate\nDriven insane by the dark one to\nBring fourth the foul biddings he speaks\nThe undead are among us at dawn they shrink back to their silken beds…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",What A Horrible Night To Have A Curse+The Black Dahlia Murder
60,"[""This time seems to never change\nThe more I give and the less I earn\nFive years since I moved into Rome\nWhere an empire was born and a god died nearly alone\nThe city lights are the only sun I know\nYou feel better if they tell you you're different\nYou are unique but there's something you should know\nYou are not enough for this city not enough for this world\nIf I'm not good enough,\nJust tell me who deserves to live this life alone\nThis life alone\nThis pain seems to never end\nThe more I love and the more it hurts\nFive years to make my dreams come real\nAnd just one second to erase 'em all\nThose empty streets were the only land I knew\nI felt better if they told me I was different\nWas I unique was there something I should know\nWas I enough for this city and enough…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",We Were The Romans+Vanilla Sky
61,[],Diddly Daddy+Two Tons of Steel
62,"[""Letras\nWhen the clock strikes two, three and four\nIf the band slows down we'll yell for more\nWe're gonna rock around the clock tonight\nWe're gonna rock, rock, rock, 'til broad daylight… Más\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind\nDisponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Bill Haley & His Comets\nÁlbum: Shake, Rattle and Roll\nFecha de lanzamiento: 1955\nGrabación: 12 de abril de 1954\nAutor(es): Max C. Freedman - James E. Myers""]",Rock Around The Clock+Bill Haley & The Comets
63,[],Lemmikki+Kumikameli
64,"['Casey joins the hollow sound of silent people walking down\nThe stairway to the subway in the shadows down below\nFollowing their footsteps through the neon-darkened corridors\nOf silent desperation, never speakin\' to a soul\nThe poison air he\'s breathin\' has the dirty smell of dying\n\'Cause it\'s never seen the sunshine and it\'s never felt the rain\nBut Casey minds the arrows and ignores the fatal echoes\nOf the clickin\' of the turnstiles and the rattle of his chains\n""Oh!"" she said, ""Casey it\'s been so long since I\'ve seen you!""\n""Here"" she said, ""just a kiss to make a body smile!""\n""See"" she said, ""I\'ve put on new stockings just to please you!""\n""Lord!"" she said, ""Casey can you only stay a while?""\nCasey leaves the under-ground and stops inside the Golden Crown…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Casey's Last Ride+Peter Rowan
65,[],Longshots+Sole & the Skyrider Band
66,"[""Shadows grow so long before my eyes\nAnd they're moving across the page\nSuddenly the day turns into night\nFar away from the city\nBut don't hesitate\n'Cause your love, your love won't wait oh no no\nOoh baby I love your way every day\nOoh wanna tell you I love your way every day\nOoh wanna be with you night and day\nHey yeah\nI love your way\nIf I leave here tomorrow\nWill you still remember me\nFor I must be traveling on now\nThere's so many places I gotta see\nBut if I stayed here with you girl\nThings just wouldn't be the same\n'Cause I'm as free as a bird now\nAnd this bird will never change,\nAnd this bird will never change\nShadows grow so long before my eyes\nWith the help of some fireflies\nI wonder how they have the power to shine\nI can see them under the pines\nBut don't…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Show Me The Way+Will To Power
67,"[""Looking for the boy who is always on my mind\nLooking for the boy who is oh so hard to find\nSo many tears fell down my wasted face\nThat's another talk and place\nMy future's here and it's now\nAnd I think you may be the one to hold the key\nSo baby don't you hurt me\nGotta have a man who wants to be by my side\nDon't want a boy who's gonna make me cry\nBaby don't you hurt me\nGotta have a guy who speaks\nFor honesty and true happy\nThen my sweetest gonna be you\nBaby don't you hurt me\nThink about the lover that I wanna be my guy\nFreshes my emotions and my fear he over wise\nSo many tears fell down my wasted face\nThat's another talk and place\nMy future's here and it's now\nAnd I think you may be the one to hold the key\nSo baby don't you hurt me\nGotta have a man who wants to…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Baby Don't You Hurt Me+Atomic Kitten
68,[],Deep+Janez Detd
69,[],Buried (Album Version)+Gruntruck
70,[],Gut ueberlegt+candycream
71,[],Diagnosis: Insane+Bloodfeast
72,['Disponible en\nSpotify\nDeezer\nGoogle Play Música\nArtista: Robben Ford & The Blue Line\nÁlbum: Robben Ford & The Blue Line\nFecha de lanzamiento: 1992\nGénero: Jazz'],My Love Will Never Die+Robben Ford & The Blue Line
73,"[""Check, mm, check, mm, check it out\nWas that the intro I should have been in?\nC moon, C moon, C moon is she\nC moon, C moon, C moon to me\nHow come no one older than me\nEver seems to understand the things I wanna do?\nIt will be L7 and I'd never get to heaven\nIf I filled my head with glue\nWhat's it all to you?\nC moon, C moon, C moon is she\nC moon, C moon, C moon to me\nBobby lived with Patty\nBut they never told her daddy\nWhat their love was all about\nShe could tell her lover that he thought\nBut she never was the type to let it out\nWhat's it all about?\nC moon, C moon, oh, C moon are we\nI said, C moon, C moon, C moon are we\nHow come no one older than me\nEver seems to understand the things I wanna do?\nIt will be L7 and I'd never get to heaven\nIf I filled my head with…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",C Moon+Paul McCartney
74,"['Irgendwann in der frühen Steinzeit\nHaben wir „Wir sind bereit"" geschrien\nWir waren die Jungs von der Opel-Gang\nUnd unser Weg war noch das Ziel\n„Verschwendet eure Zeit“ und „Komm mit uns“\nAuf diesen Schlachtruf waren wir stolz\nUnd keiner von uns hätte je geglaubt\nDass uns wirklich mal jemand folgt\nDie selbsternannten Wahrheitsfinder\nDie uns heute auf den Fersen sind\nSuchen den Spion in uns\nDie Ratte, die das Schiff verlässt\nZu viel Fernseh-Shows, zu viel Interviews\nViel zu oft verdächtig nett\nUnd sie fragen sich, ob das noch Punkrock ist\nOder wie man sowas eigentlich nennt\nMal sind wir Helden und mal Diebe\nAngeklagt wegen Hochverrat\nAn uns selbst und der Vergangenheit\nUnd dem, was wir mal waren (whoa-ho)\nAuf welches Lied sollen wir euch die Treue schwören\nUnd…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Helden und Diebe+Die Toten Hosen
75,"[""Days bunch up in weeks, collaborate months against me.\nThe sheets are stained with evidence that our remains are now, drifting away.\nI share with complete strangers my most personal of pleasures.\nI scribble tidbits of useless mind info trash, treasure.\nSpend hours, at my leisure, like sharpened precise tweezers.\nShifting through in the frame by frame\nI walk the same path\nI'll say the same lines\nI do this every time\nDo…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Frame By Frame+The Honorary Title
76,"[""Et puis tout recommence\nC'est la fin des vacances\nEt Dieu seul ne le sait pas\nCertains disent qu'il a des choses à faire\nOn le savait pourtant\nQu'allait tourner le vent\nC'est un monde sincère\nQui se méfie de toi\nOui mais tu vois\nSi Tu Tombes\nJe tombe avec toi\nSi tu t'endors\nJe veille\nSi tu plonges\nJe plonge avec toi\nSi tu t'en vas\nJe vais...\nUn appel en absence\nComme ça dans le silence\nEt le…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Si Tu Tombes+Mick Est Tout Seul
77,[],Beast of death+Ondskapt
78,[],Julian H. Cope+Julian Cope
79,[],Rock The House+Brew Ramson
80,[],Nose - Lunger+Squash Bowels
81,[],My Cherie Amour+Joe Harnell
82,"[""They fall from your mouth\nPropelled by your belly and your tongue\nI shiver when you shake\nAnd I fold into jelly\nI think I loved you more than me\nAre you human\nOr a dud\nAre you human\nOr do you make it up\nMy baby cherry slipped\nPass me through your fingertips\nThrow me down like an old rag\nI'm not standing\nDon't look back\nAre you human\nOr a dog\nAre you human\nOr do you make it up\nAre you human\nOr a dud\nAre you human\nOr do you make it up\nThey went searching\nFor your body\nThey…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Human+Goldfrapp
83,['Lämmin ilta maalattu suu\nMansikalta mm maistuu\nEi ollut enää montaa koulupäivää\nTennareilla oli kevyt kävellä\nTapasin illoin sinua silloin\nAlla vaahterapuun\nTutustuttiin ihastuttiin\nAlla vaahterapuun\nKukista teit seppeleen\nSytytit menthol-savukkeen\nLaskimme leikkiä nauroimme…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind'],Alla vaahterapuun+Aikakone
84,[],Kick Start+Jerry Harrison
85,[],Wollt Ihr+Spezializtz
86,"[""Now that you know I'm not the kind to be kind to be cruel\nWould you resist a small goodbye, but a kiss would be cool\nMaybe you're too young to be fooled, I know\nBedside manners were extra at finishing school\nMany a cloud has passed, the last time I loved didn't last\nAlthough it's goodbye, the old school tie came in useful but fast\nYour mother and father weren't to know what we…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Bedside Manners Are Extra (Album Version)+Greenslade
87,[],The Forecast Calls For Blues+E.C. Scott
88,[],Killer Deep Throat+Michel Montecrossa
89,"[""Back broke and dancing\nCause you're here\nBeside me\nCause you're here\nCause you're here\nHere with me\nBack broke and happy\nCause you're near\nCause you're near\nNearer to me\nI came on your command\nDon't give me false hope\nI'm back by big demand\nDon't give me false hope\nBack broke and smiling\nCause it's clear\nCause it's clear\nYou still want me\nI came on your command\nDon't give me false…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Back Broke+The Swell Season
