,0_x,0_y
38,['VERSO 1\nTuve un sueño ayer\nQue me dejo con el alma rota\nAlgo en ti cambio\nQue no lo ves\nSolo escuchame esta vez\nPorque por ti puedo existir\nPorque por ti puedo morir\nAhora...\nVERSO 2\nMe tiembla el corazón\nSolo de ver\nQue ya no me abrazas mas\nQue de tu vida me aleje\nSin apenas comprender\nPorque tu amor es cruel quiza\nNo eres feliz estando junto a mi\nCORO\nWhy vine a decirte adiós\nNo puedo engañarte más\nTus besos no saben igual\nEn tu vida hay alguien más\nNunca te podré olvidar\nPorque por ti aprendi a amar\nAunque a ti te de igual\nSe muy bien que hay alguién más\nVERSO…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind'],Alguien Mas+Belinda
39,"['Outside\nThey hear a different song then inside\nWhat\'s in your heart?\nYou\'ll find\nThey are just waiting for you this time\nTo watch you fall\nIf you\'re drawing lines you can get off our side\nWe wanna be wrong if what you say is right\nDown on you, down on you, they\'ll never stop\nAnd how can you, now can you use what you\'ve got?\nA fire\nBurning inside of you and they\'ve tried\nTo put you out\nYou\'ll find\nPossibly, maybe that you might die\nNot on your own\nBut they will tell you you\'re wrong\nIf you\'re drawing lines you can get off our side\nWe wanna be wrong if what you say is right\nDown on you, down on you, they\'ll never stop\nAnd how can you, now can you use what you\'ve got?\nYour blankets of ""What if\'s?"", they\'re making us cold\nWe\'ve tasted, life wasted and it\'s getting…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Isabella's+Destroy The Runner
40,[],Lonely All Alone+Two Dollar Pistols
41,[],Compassion+Nurettin Colak
42,"[""Look what they done to my song ma\nLook what they done to my song\nWell it's the only thing\nThat I could do half right\nAnd it's turning out all wrong ma\nLook what they done to my song\nLook what they done to my brain ma\nLook what they done to my brain\nWell they picked it like a chicken bone\nAnd I think I'm half insane ma\nLook what they done to my song\nI wish I could find a good book to live in\nWish I could find a good book\nWell if I could find a real good book\nI'd never have to come out and look at\nWhat they done to my song\nLa la la la la la la la la\nLa la la la la la la la la\nLa la la la la la la la la\nLook what they done to my song\nBut maybe it'll all be alright ma\nMaybe it'll all be okay\nWell if the people are buying tears\nI'll be rich…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Look What They've Done To My Song_ Ma+Melanie
43,[],Without You+KeKe Wyatt
44,"[""You've got 27 years on me, the things you're doing make me smile\nThe days we spend are sent from heaven, and you're always on my mind\nAnd you're always on my mind\nIn my heart, there's a rainbow glowing (in my heart)\nIn my head, there's a moon so bright (in my head)\nIn my sky, there's a snow cloud snowing (in my sky)\nSandman's coming out tonight\nI've got 27 years on you, the things you're doing make me laugh loud\nThe days we spend are sent from heaven, and you've given me my life\nIn my heart, there's a rainbow glowing (in my heart)\nIn my head, there's a moon so bright (in my head)\nIn my sky, there's a snow cloud snowing (in my sky)\nSandman's coming out tonight\nBa ba ba ba ba ba, ba ba ba ba ba ba ba\nBa ba ba ba ba ba, ba ba ba ba ba ba ba\nPlanet spins,…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Generations+Inspiral Carpets
45,[],Are You Gonna_ Do You Need To (Love Me)+The Spongetones
46,[],Let It Snow! Let It Snow! Let It Snow! (Album Version)+Brenda Lee
47,"[""Pour commencer je dédicasse a Karim et a Nabil\nLe seul moteur de ma rime six ô nine pour la vie\nNous c'est une histoire de fou retour en 2001\nPetit dealer au 31 j'fesait du rap en demi teinte\nMon avenir je le voi floue les bollosses le tatoue\n5 ans plus tard je rappe et pour etre franc je leur doit tout\nQue dieu protege leur vie leur ame et leur amis\nLes potes leurs proches leurs femmes et leur famille\nA tout ceux qui m'on aider tout ceux qui m'on suivi\nDeufa Masta je n'oubli pas misssion suicide\nA la prod a l'area reconaissait que c'est la classe\nAvancait le rap francais kilometre est dans la place\nDédicasse a mon bedo a la zup a la zep\nA Moussad jeune café toujours a droite sur la scene\nDédicass a bichon toujours op pour bouger\nInch'allah 280 au…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Le Mot de la fin+Sinik
48,[],The Diner+Alterkicks
49,"[""Slowly I'm falling, more in love with you\nSlowly you're winning a heart that can be true\nNow I can't hide my feelings no matter what I do\nFor slowly I'm falling more in love with you\nDay by day I need you and want you by my side\nMore and more I love you as each day…\n\n\n\nTraducir al español\nFuente: LyricFind""]",Slowly+Webb Pierce
50,[],Lost Ideals+Culture KultÃ¼r
51,"[""Twenty-four hours of the day\nYou're on my trail\nAnd I can't get away\nI can't shake you off\nYou're a wolf on the prowl\nYou got my scent and I can hear you howl\nNo where to run\nNo where to hide\nNo where to go\nNo where to run to\nNo where to hide this hurt inside\nHot for love\nHot for love\nHot for love\nHot for love\nWhen the sun goes down,\nI can feel your heat\nTill the sun comes up\nWhen you've got me worn deadbeat\nI said I'm all burned out\nI'm a physical wreck\nBut there you go again with your\nHot breath on my neck.\nNo where to run\nNo where to hide\nNo where to go\nNo where to run to\nNo where to hide this hurt inside\nHot for love\nHot for love\nHot for love\nHot for love…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Hot For Love+Judas Priest
52,[],Campos De Ronda La Vieja (Album Version)+Carmen Linares
53,[],All the Way Home+Lorrie Matheson
54,"[""Generals gathered in their masses\nJust like witches at black masses\nEvil minds that plot destruction\nSorcerers of death's construction\nIn the fields the bodies burning\nAs the war machine keeps turning\nDeath and hatred to mankind\nPoisoning their brainwashed minds\nOh lord yeah!\nPoliticians hide themselves away\nThey only started the war\nWhy should they go out to fight?\nThey leave that role to the poor\nTime will tell on their power minds\nMaking war just for fun\nTreating people just like pawns in chess\nWait 'til their judgement day comes\nYeah!\nNow in darkness world stops…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Warpigs+Hellsongs
55,"[""Have to sustain\nGot to find the time\nGot to get the nerve\nGot to get the nerve\nGot to sustain\nGet the time to think\nGot to have the nerve\nGot to have the nerve\nGot to get the nerve\nGot to get the nerve\nGot to conduct\nDid I ever really care\nIf the only way is up\nDo I have to start again\nGot to get the nerve\nGot to get the nerve\nGot to come unstuck\nI'm twisted like a knot\nIs twisting all…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Got To Get The Nerve+Field Music
56,"[""Never will it stop,\nThe 50 in the duffel won't crush,\nIt settles to the bottom like dust,\nFuck what ya heard,\nYou ain't countin' paper like us.\nA million in the ceiling I can touch.\nGo-getter.\nI come from the corner like most niggas,\nNow from afar, I toast niggas, roast niggas,\nAnywhere, whichever the coast nigga,\nCompare me to them 2 ghost niggas - Hail Mary.\nHeart break when they tales fairy,\nI kissed that girl and I likes it, like Kate Perry.\nThe tongue-tester, niggas on the corner\nJuggle Os for the king, like a jester.\nChild of a lesser\nGod, so when I drop the top\nIt's my way of feeling closer to the Lord!\nReaching for the heavens; 'till then, I settle for the 7,\n30 floors upper room key, at the Western.\nWith her on her back, and her on her knees,\nMy ghetto…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Never Will It Stop+Clipse
57,"[""So if I had a dime for\nEvery time I\nShould have stopped playing guitar, and\nPut my nose in a book\nThen my head would be healthy\nAnd my guitar would be dusty\nAnd that just might save me\nFrom a bunch of bad songs\nSo, maybe I am too polite\nJust like good Moses.\nJust like good manners.\nWe've had enough of them\nYeah, yeah oh yeah. Yeah, oh yeah\nNow we're moving a little bit slow\nYeah, oh yeah. Yeah, oh yeah\nYeah Yeah Yeah Yeah Yeah Yeah Yeah\nAnother round for my friends, I'll\nGet payback later\nWhen evening turns midnight\nI'll be just getting home\nI know that you're hot and you're bothered\nNow you're skin's going crazy\nIt's a hundred degrees, and\nYou've got a sweater on\nSo, I'd like to come out\nThe side of the kitchen\nSo that when this party's ending\nI'll be…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Stop Playing Guitar+The Promise Ring
58,[],Go Back To School+Get Back Guinozzi
59,[],Gotta Be This Or That+Pied Pipers
60,[],The Headstart+Home Video
61,"[""I love those dear hearts and gentle people,\nWho live in my home town.\nBecause those dear hearts and gentle people\nWill never ever let you down.\nThey read the good book from Fri' till Monday,\nThat's how the weekend goes. (how it goes)\nI've got a dream house I'll build there one day,\nWith picket fence and ramblin' rose.\nI feel so welcome each time that I return\nThat my happy heart keeps laughin' like a clown.\nI love those dear hearts and gentle people,\nWho live and love in my (in my) home town.\nThey read the good book from Fri' till Monday,\nThat's how the weekend goes.\nI've got a dream house I'll build there one day,\nWith picket fence and…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Dear Hearts And Gentle People+Bob Crosby and the Bobcats
62,"['Cuando vuelvas\nQuiero verte a solas\nY contarte todas\nEstas cosas\nAyudarte a sacarte\nLa ropa, cuando vuelvas.\nCuando vuelvas\nQuiero poder verte\nAbrazarte hasta\nPerder el frío\nCuando vuelvas...\nCuando vuelvas\nQuiero verte a solas\nY contarte todas\nEstas cosas\nAyudarte a…\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch']",Cuando Vuelvas (2002 Digital Remaster)+Upa!
63,[],Learn To Let Go+Ivan Parker
64,[],Hey_ Monkey Boy+Brant Bjork
65,[],Family Picture+The Dude Of Life And Phish
66,[],Drinking is Not a Game+No Redeeming Social Value
67,"[""You're just a little girl (with blue eyes)\nEverybody looks at you (well, it's your day)\nAnd you're stepping from the black car\nBut you'll be getting back in soon (and on your way)\nLittle girl (with blue eyes)\nThere's a hole in your heart and one between your legs\nYou've never had to wonder which one he's going to fill in spite of what he said\nYou'll never get away hey you'll give it up one day come what may\nDad's not got a shot-gun\nBut his look's enough to murder you (see what you've done) and forget about the paintings\n'Cos you'd better get the washing done (oh something's wrong)\nLittle girl (with blue eyes)\nThere's a hole in your heart and one between your legs\nYou've never had to wonder which one he's going to fill in spite of what he said\nYou'll…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Little Girl+Raf
68,[],Eclipse+Activa Pres. Solar Movement
69,[],Trance Dance+Chick Corea Elektric Band
70,"['What\'s in the sky shining silver shimering sleek\nA star, a star is born\nDown came the angels from heaven up above, oh.\nDrunk on the passion and the frangrance of song,\nWith feathered wings flapping upon the wind,\nTo my door they did descend quietly a knock\n""Forgive the intrusion, but we\'ve traversed so far.""\n(We\'re) three wise men who seek a star.\n(We) came down from heaven from the throne room of grace,\nWhere the counsel of the most high sent us so,\n(To) speak in their place,\n""We seek shelter, from the storm on the horizon.\n""Can you give us what we seek, give me shelter for my friends and I?""\n""What I have I give unto you, all I have is this humble abode.\nAnd you\'re welcome to rest here (if) I may be so bold,\nTell me what it was that what said, just as…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Down Came The Angels+Lift To Experience
71,"['Meu caminho é cada manhã\nNão procure saber onde estou\nMeu destino não é de ninguém\nE eu não deixo os meu passos no chão\nSe você não entende não vê\nSe não me vê não entende\nNão procure saber onde estou\nSe o meu jeito te surpreende\nSe o meu corpo virasse sol\nMinha mente virasse sol\nMas só chove, chove\nChove, chove\nSe um dia eu pudesse ver\nMeu passado inteiro\nE fizesse parar de chover\nNos primeiros erros ah\nMeu corpo viraria sol\nMinha mente viraria sol\nMas só chove, chove\nChove, chove\nSe um dia eu pudesse ver\nMeu passado inteiro\nE fizesse parar de chover\nNos primeiros erros ah\nMeu…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Primeiros Erros (Chove) (Ao Vivo)+Capital Inicial
72,"[""I get this feeling\nWhenever I touch you\nI kept believing\nThat some day you'd feel it too\nYou kept the fire burning deep in my heart\nI never knew\nYou played along, and took what you needed\nI was wrong to think I could ever get through\nYou've got this way of making your love slip through\nWhen I'm holding you tight\nWhen I'm holding you tight\nNow girl\nI can't let you know\nThat I'm on to ya\nI can't let you go\nAnd make it so that\nWhen I'm holding you tight\nBaby it's when I'm holding you tight\nNow girl\nI can't let you know\nThat I'm on to ya\nI can't let you go\nWhen I'm holding you tight\nSo many nights\nAlone in the darkness\nJust me and you\nBoth had someone to use\nWe played a game with no rules\nFelt we couldn't lose\nI needed love but wanted a lover\nI needed someone, and it coulda…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",When I'm Holding You Tight+Michael Stanley Band
73,[],The Daily Grind+Rosin Coven
74,[],Do You Wanna Ride+Da Loop Brothers
75,[],Cotton Candy+The Sylvers
76,"[""Could you stay a little longer?\nI could really use the extra time\nI don't know why I even care\nCause I'm never really there\nI'm sure he must be a real nice guy\nWhat a relief, He'll carry you to sleep\nHey!\nAnd I don't know (Hey!)\nWhat we could have done (Hey!)\nAnd maybe this time I will learn to love again (Hey)\nI will always be your friend\nSee this is why\nWe don't talk anymore\nCause you'll always be waiting\nTo settle the score\nAnd every second could be the next meltdown\nIf I wasn't leaving you wouldn't make a sound\nYou wouldn't make a sound\nSo this is why\nWe don't talk anymore\nSo this is why\nWe don't talk anymore\nNow I don't have to be a real nice guy\nWhat a relief\nHey!\nAnd I don't know (Hey!)\nWhat we could have done (Hey!)\nAnd maybe this time I will learn to…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Strawberry Swisher Pt. 2+Dance Gavin Dance
77,[],Obsession+Mia Doi Todd
78,['Disponible en\nSpotify\nDeezer\nArtista: Wim Kersten & De Viltjes\nÁlbum: Hollands Glorie\nFecha de lanzamiento: 2006\nGénero: Pop'],Woensdagmorgen Krijg Je Rode Rozen+Wim Kersten & De Viltjes
79,"[""You got it, got it goin' on\nThe way you lead the ladies on\nYou know it, it's all because of you\nThey want it, they all want a piece of you\nIt's crazy what you do to me\nFreaky is how you make me feel\nI see it they wall want it, too\nThey want it, they all want a piece of you\nIt's all over when ya do that thing ya\nDo you know you shouldn't ever\nYou got it, got me feeling dirty do ya\nWanna a lover who you know can please ya\nYou're the kinda man\nA man they wanna roll with\nYou're the kinda man\nA girl wanna go home with\nYou're the kinda man\nI wouldn't wanna show with\nYou're the kinda man\nFor me, for me\nI want it, I could teach you something new\nI got it, I got something for you\nThe way I know what you should do\nAnd then I'll give myself to you\nIt's all over when ya do…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",You're The Kinda Man+Sarah Connor
