,0_x,0_y
26,"[""I'm keeping you I'm keeping you\nI'm keeping you so realize your fate\nI'm keeping you I'm keeping you\nI'm keeping you so settle down now\nYou landed here from inner space\nYou landed with that screwed-up look on your face\nI wanted you from way back when\nI wanted you for years, then years again\nI'm keeping you I'm keeping you\nI'm keeping you so settle in now\nMy return to wildlife by satellite\nBy beautiful moon-shining girl\nWhether by hard ground or splashdown\nWe're safely back in the world\nMy heart's not new\nI'm not like you\nI've loved and been loved well and badly too\nMy body's been through everything\nI've used and been used\nI…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Keeping You+Tanya Donelly
27,"[""By the ruins he stands\nAnd he's waiting for me\nTo enter Tanelorn\nHis paths seems strange\nBut they're always planned\nSeldom he succeeds\nAbout his own fate\nHe tries to conquer it\nAgain and again\nBut at last he's almost\nA ruined man\nNot a king or God\nWho's searching for\nA place called Tanelorn\nFar beyond your dreams\nOn our quest for Tanelorn\nWe lose our way\nOn our quest for Tanelorn\nHe's waiting\nHe's waiting for me\nHe's waiting\nHe's waiting for me\nDarkness falling down on me\nDarkness - The eternal battle rises\nI know the answers\nAlthough they don't exist\nI'm just a mortal illusion\nOn our quest for Tanelorn\nWe lose our way\nOn our quest for Tanelorn\nSo I'm his companion\nThrough space and through time\nHis eternal servant\nHe's calling me\nSo I must leave\nTo any life\nTo another…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Quest For Tanelorn (Remastered)+Blind Guardian
28,"[""a volte vorrei capire\ncosa ci sto a fare\nin questa vita qua\nse non posso neanche reagire\nprendermi il tempo che mi va\nquando mi va\ndire le cose che sento\nessere sincero con me\nstesso e con te\nvivere i miei giorni nel vento\nsenza la paura\ndi quello che sara'\ntu sei per me\ndiversa dalle storie\nche ho vissuto e lo sai\ncontinuerei e mi rifarei\nforse non ci sara'\nun'altra realta'\nle cose che rimangono\nson quelle che vuoi\na parte noi\nnon c'e' niente di importante\ntu sei per me\ndiversa dalle storie\nche ho vissuto e lo sai\ncontinuerei e mi rifarei\nforse non ci sara'\nun'altra realta'\nle cose che rimangono\nson quelle che vuoi\na parte noi\nnon c'e' niente di importante\nil tempo riesce a cambiare\nle cose che sembravano difficili\nma non resto certo a guardare\nmentre la vita se ne va\ne sono…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Tu Sei Per Me+Neri Per Caso
29,"['Well, he came home from the war\nWith a party in his head\nAnd modified Brougham DeVille\nAnd a pair of legs that opened up like butterfly wings\nAnd a mad dog that wouldn\'t sit still\nHe went and took up with a Salvation Army band girl\nWho played dirty water on a swordfishtrombone\nHe went to sleep at the bottom of Tenkiller lake\nAnd he said ""gee, but it\'s great to be home""\nWell, he came home from the war with a party in his head\nAnd an idea for a fireworks display\nAnd he knew that he\'d be ready with a stainless steel machete\nAnd a half a pint of Ballentine\'s each day\nAnd he holed up in room above a hardware store\nCryin\' nothing there but Hollywood tears\nHe put a spell on some poor little Crutchfield girl\nAnd stayed like that for twenty-seven years\nHe packed up…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Swordfishtrombone+Tom Waits
30,"[""Do you remember the nights\nWe'd stay up just laughing\nSmiling for hours\nAt anything\nRemember the nights\nWe drove around crazy in love\nWhen the lights go out\nWe'll be safe and sound\nWe'll take control of the world\nLike it's all we have to hold on to\nAnd we'll be a dream\nDo you remember the nights\nWe made our way dreaming\nHoping of being\nSomeone big\nWe were so young then\nWe were too crazy\nIn love\nWhen the lights go out\nWe'll be safe and sound\nWe'll take control of the world\nLike it's all we have to hold on to\nAnd we'll be a dream\nWhoa whoa\nWhoa whoa\nWhoa whoa\nWhen the lights…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",We'll Be A Dream (featuring Demi Lovato)+We The Kings featuring Demi Lovato
31,[],Trouble Girl+Valique
32,[],Drive_ He Said  (On The Fritz Album Version)+STEVE TAYLOR
33,[],Strange Neighborhood (1995 Digital Remaster)+Gene McDaniels
34,"[""Eyes upon me\nWatching me in my perpetual sleep\nDreams deceive me\nMy future depends on a mindless dream\nI've fallen from promises\nDamned to take risks on my own\nThe masterful science that freezes your\nMind and your soul\nThe wretched dream is realized\nThe human race is to be crystallized\nThoughts of laughter\nFilling the head of the master in charge.\nWorlds of wonder\nIs this a cure or a painless death\nI'll fight…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Crionics+Slayer
35,[],When Love Comes+Marty Balin
36,[],Beale Street Mess Around+Memphis Jug Band
37,[],I'll Be No Stranger There+The Seldom Scene
38,[],Life In the Ghetto+Puddy Roots
39,[],Old Fashioned Love+Jimmy Rushing
40,"['Se fue con las arenas del mar\nBuscando su destino\nPalpito entre las sombras sin mas\nY nado en el vacío\nReina el silencio en este oscuro lugar\nNada es eterno, todo llega al final\nTan solo sé que busqué y que busqué\nLo que este mundo me duele y me da\nPara que tú no llores así\nNo pierdas la esperanza, sé que llegará, llegará\nPara que tú no llores así\nNo pierdas la esperanza, sé que llegará, llegará\nMe muevo con la gente que va\nCargada de recuerdos\nConfío en la persona que da\nSu amor sin conocerlo\nAún queda tiempo para echarnos atrás\nNo me preocupa si te encuentro al final\nTan solo sé que busqué y que busqué\nLo que este mundo me duele y me da\nPara que tú no llores así\nNo pierdas la esperanza, sé que llegará, llegará\nPara que tú no llores así\nNo…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind']",Oscuro+Juan Carmona
41,[],Tristeza De Amar+Kitty Margolis
42,[],At nenÃ­ mi lÃ­to+Raduza
43,[],It Fell Into the Ebb There+Ekoostik Hookah
44,[],Babylon (LP Version)+Jay Ferguson
45,[],Victim Of The City+Gaskin
46,[],Growing Older (Album version)+Undeclinable Ambuscade
47,[],The Wind+Liam Lynch
48,"['If I never feel you in my arms again\nIf I never feel your tender kiss again\nIf I never hear ""I love you"" now and then\nWill I never make love to you once again?\nPlease understand, if love ends\nThen I promise you, I promise you that\nThat I shall never breathe again (breathe again, breathe again)\nThat I shall never breathe again (breathe again)\nWell\nAnd I can\'t stop thinking about\nAbout the way things used to be\nAnd I can\'t stop thinking about\nAbout the love that you made to me\nAnd I can\'t get you out of my head\nHow in the world will I begin\nTo let you walk right out my life\nAnd throw my heart away?\nAnd I can\'t stop caring about\nAbout the apple of my eye\nAnd I can\'t stop doing without\nWithout the center of my life\nAnd I can\'t get you out of my head\nAnd I know I…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Breathe Again+Toni Braxton
49,[],No hay salida+Taquicardia
50,[],Remember Them Days+Roll Deep
51,"[""Ooh, hoo yeah\nMmm, hmm\nTired of living life in black and white\nThere's so much in between\nLike a rainbow in the sky\nCrying to be seen\nWhen I open my eyes to find inspiration\nI search for the best I can see\nIf I settle for less\nI won't be the best I can be\nWhen I dream, I dream in color\nI want a love, not just a lover\nI'll give you so many good reasons\nTo capture a dream, yeah, yeah\nLife is short, but can't be bought, mmm\nAnd time is a very precious thing\nI want to go to where I've never been\nAnd see what's never been seen\nIn the midst of the morning I won't take for granted\nThere'll always be another new day\nGot to live for each moment\nNever let time slip away\nWhen I dream, I dream in color\nI want a love, not just a lover\nI'll give you so many good reasons\nTo…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Dream In Color+Regina Belle
52,['Siapa itu yang memandangku\nTajam menikam sanubariku\nMestikah aku diam membisu\nDan membiarkan cinta berlalu\nKurasa malu\nWalaupun hanya selayang pandang\nHatiku ini telah digoncang\nHaruskah aku berterus terang\nDan menyerahkan takdir yang datang\nTakdir yang datang\nAku pernah dikecewakan\nAku pernah ditertawakan\nTak ingin lagi kecundang dalam cinta\nYang telah berakar\nDan walau seterus sejernih hatiku\nIngin mendampingi menyentuh hatinya\nJika tak ku coba\nPasti tak tercipta\nSeikhlas cinta\nAku pernah…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind'],Cinta Selayang Pandang+Jamal Abdillah
53,[],HOUSE OF GLASS+Tri Atma
54,"[""Listen to me scream and shout 'cause all my teeth are falling out\nOoh yeah, ooh yeah, ooh yeah, ooh yeah\nI can lose a job, snap just like that but I can't lose my baby fat\nOoh yeah, ooh yeah, ooh yeah, ooh yeah\nBitter pills numbing my brain\nThey make me wanna smile but they ain't keeping me sane\nGimme bad news, gimme bad times\nThree fingers read between the lines\nStick around to watch me creep, I got to get my beauty sleep\nOoh yeah, ooh yeah, ooh yeah, ooh yeah\nI need some cash, is that alright? So I can get my teeth more white\nOoh yeah, ooh yeah, ooh yeah, ooh yeah\nBitter pills numbing my brain\nThey make me wanna smile…\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Ooh Yeah+Riverboat Gamblers
55,"['Pull the covers up, turn out the lights\nBelieve me, it\'ll be alright\nI know you had it in your sights\nBut still you can\'t stay up all night\nLet down - you\'re spun around\nYou just can\'t think about that now\n\'Cause it\'s never quite like the plans your head dreams up\nAnd I\'m telling you know that...\nWe could dream all night here baby \'bout our time in the sun\nIt takes a lot to get things done, but of course we will\nAnd we can\'t spend our time on something that might not ever come\nSo just sit back \'cause this I know: of course we will\nSo you\'ve tried to hold it in\nBut still it doesn\'t help when they say\n""Hey get up! Sit down again!""\nI guess that\'s how it goes and\nThere\'s no sound - you\'re spun around\nYou just can\'t let it get you down\n\'Cause…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Of Course We Will+Ultimate Fakebook
56,"[""Enter the gates of pure abominations\nOf abyssic chambers with infinite dimensions\nFrozen winds distant shine of stars\nDistorted reflections\nOf the slaughtered and damned\nFollowing circles of malignant essence\nFallen angels feasting thru seas of black blood\nAwaiting for the summoning of infamous command\nAs the blackest sun solstice breeds\nBlinding shine of cataclysms\nMassive merciless genocide\nMayhemic spells of pure chaos evocation\nSupreme conjuration of satanic rites\nCleanse the race of damnation\nIn a stormy blast dragged reaped flesh\nDestroy the doomed corpse with lust\nRelease it's soul upon the blackest bounds\nInfernal hordes of hades enraged\nFierce beasts ride for decay\nDestroy the legions of the dethroned emperor\nWhip it's souls upon the underword of…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Abyssal Gates+Krisiun
57,"[""It was oh so quiet\nOh it was so quiet that winter\nI was dreamin\nDreamin of your sound\nSpring came\nAlong with the spring came good fortune\nWe were laughing all day\nNothing was getting us down\nAnd we sat and listened as the music played\nOh how I wish that you could of stayed\nDon't go with the wind\nDon't go with the wind\nSummer came and you went a wandering\nI remain\nI shall not follow\nI often think of you…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",So Quiet+Heartless Bastards
58,[],Left Alone+Terence Blanchard
59,"[""Hear me calling, hear me call on you;\nHear me calling, hear me call on you.\nIf you don't come soon, I'll know your love ain't true.\nHear me calling, hear me calling loud;\nHear me…\n\n\nTraducir al español\nFuente: LyricFind""]",Hear Me Calling+Alvin Lee
60,[],Show a Little Neck+Brian Posehn
61,[],The Men's Movement+Consolidated
62,[],Why Deny It?+C-Mon
63,[],Salty Dog Blues+Mac Wiseman
64,"[""Screamin' out the pain\nShouting to the skies above\nI find no reason for it all\nAs a nightmare it will come\nAnd close your eyes\nLeave your heart behind\nCan't look back at all\nAnd you can deny the call\nThe time has come\nBe shunt to another life\nMy soul now will return to higher paths\nMy eyes will cry no more\nA figure through the darkness guides me to my home\nAs I'm looking through your eyes\nThere's something more\nOh, you're praying for a dawn in winter's fog\nA brighter light that comes and solves the fear\nSo let's live your world\nToo hard to face the end of higher art\nYour soul may reach no heaven\nToo late to look inside for reason why\nYou have lived\nHave I been dreaming and fighting in vain?\nI feel myself in a void with no sense\nI had the power to talk with my…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Empty skies+ALKEMYST
65,"[""You're so damn electric, you\nYou know you got that juice\nYou know you got that juice\nYou know you got that juice\nNow, squeeze all that passionfruit\nAin't no one fresher than you\nAin't no one fresher than you\nAnd if they try to break you, you say\nDown, love\nDon't think about it\nDown, love\nDon't think about it\nDown, love\nYou're number one\nDown, love\nAnd don't you doubt it\nDown, love\nDon't think about it\nDown, love\nDon't think about it\nDown, love\nDon't think about it\nStop\nNow, shine\nI got the juice (juice tonight)\nI'm the chaser, don't need a mixer\nI got the juice (juice tonight)\nBaby, I'm the plug and the filter\nI got the juice (juice tonight)\nHow many damn times I got to tell y'all?\nI got the juice (juice tonight)\nBaby, I got the juice (I got the juice tonight)\nDown, love…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",All U Got+Juice
66,"['Te imaginé en un avión,\nEn un avión.\nBorracha de ingravidez,\nIngravidez,\nIngravidez, ingravidez.\nSin conocer bien tu misión,\nBien tu misión.\nPrimero pediré lluvia de abirl,\nLluvia de abril.\nDespués me marcharé lejos de aquí,\nLejos de aquí.\nTe imaginé diciendo adiós,\nDiciendo adiós,\nEn un avión a reacción,\nA reacción.\nLas nubes…\n\n\n\n\n\nFuente: Musixmatch']",En aviÃ³n+NiÃ±os Mutantes
67,[],Groovy Little Suzy+Little Richard
68,[],Why Not Nothing? (Explicit Version)+Richard Ashcroft
69,"[""Tonight's the Night\nTonight's the Night\nTonight's the Night\nTonight's the Night\nTonight's the Night\nTonight's the Night (Tonight is the night)\nTonight's the Night (Tonight is the night)\nTonight's the Night (Tonight is the night)\nTonight's the Night (Tonight is the night)\nFolk out late, ...\nInto the rain yeah\nNeed a break, for my head\nClear my brain\nMy car was stolen, my baby too\nI've been lookin 'round\nI feel it cool and I know what to do\nHere singing I wanna get down\nTonight's the Night (tonight is the night)\nHave a good time\nHave a good time\nTonight's the Night (tonight is the night)\nHave a good time\nHave a good time (Have a good time)\nWhy can all they want me to yourselves\nPlease your mind\nIf I'm your babe but the rules are on the shelf\nCause you're gonna buy\nIt's…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Tonight's the Night [Good Time]+Kleeer
70,[],Everyday+Wendy & Lisa
71,[],The Old Train+Channel X
72,"['Que lindo es conocer a alguien\nY sentir la impresión, de que hace\nMucho tiempo ya le conocías\nQue lindo es mirar en sus ojos\nEse fuego hermoso, ese brillo lindo de la simpatía\nMi vida todas las mañanas siempre me\nLevanto pensando en tu amor\nMi reina ya casi no duermo\nSiempre me desvelo pensando en tu amor\nY no sé piensas mucho en mi\nEsa es mi gran preocupación\nPero si aspiro corazón\nQue pronto, muy pronto tú me des tu amor\nPara entregarte todo el corazón\nPara entregarte todito de mí\nPara entregarte todito de mí\nPara entregarte todo el corazón\nY como eres un manantial de amor\nVen para beber un poco de ti\nY como eres un manantial de amor\nVen para beber un poco de ti\nQue lindo es saber que eres buena\nY con la camelia, una rosa, un clavel yo te puedo comparar\nQue…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind']",Solo por tu amor+Binomio de Oro
73,"[""Take me only as I am\nAnd don't regret it\nFace this fast approaching fall\nWith eyes wide open\nSee me\nIf only when you're dreaming\nInside I am screaming,\nWanting you to let go and start over\nI gave a little bit more\nAnd got a little bit less\nSo now I'm leaving\nIt was beginning to show\nThat you couldn't care less\nI can't believe it\nI thought you were the one\nThen you left me here alone\nIt makes no sense at all\nTake me only as I am\nAnd don't regret it\nIf you regret it\nDid you lie\nDid you cheat on me\nIf you regret it\nCould you see me\nIf only when you're dreaming\nInside I am screaming\nWant you to let go and start over\nI gave a little bit more\nAnd got a little bit less\nSo now I'm leaving\nIt was beginning to show\nThat you couldn't care less\nI can't believe it\nI thought you were…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Little Bit Less+Idle Sons
74,[],New York Giants (featuring M.O.P.)+Big Punisher featuring M.O.P.
75,[],Theme From Vicarious Bliss+Vicarious Bliss
76,[],Yu Wo Chang Zai+Eason Chan
77,[],Hemlines+Alix Perez ft. Sabre
78,[],Portsmouth Murdercore+Six Ft Ditch
79,[],To Live Without It (EP Version)+The Spill Canvas
80,"[""Sitting in a dark, cramped basement\nWatching the sun go down behind the shades\nWe all try to find a way out\nRealizing there is much more to today\nWould I make you confess?\nMaybe then we'd slow down a bit\nAnd relax this pace, relax this pace\nWhen everything seems to go away\nI can hear the silver call my name\nNothing happens when I pray, no\nNothing happens when I pray\nNo nothing gold ever stays\nFolks finally seen the simple view\nAnd I've seen a way out\nThrough all the bars then all I seen was you\nI've got an answer for these simple questions\nWhen everything seems to go away\nI can hear the silver call my name\nNothing happens when I pray, no\nNothing happens when I pray\nNo nothing gold ever stays\nAnd as the shadows seem to rise behind me\nI found a way to govern my…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Nothing Stays+Silvertide
81,[],Boj (live)+Tata Bojs
82,"[""What if you are an island of sorrow\nThen I'll be the raging sea\nWhat if you are the reaching trees\nThen I'll be the storm that with fire rages\nThe new loneliness\nYour name on the door\nJust like a diagnose\nFor a venomous disease\nMan is the cemetery for unlived life\nAll for nought\nThe grand accusation\nYour face is your name\nWord and shield\nSharp as a curse\nMan is the cemetery for unlived life\nAll for nought\nThe grand accusation\nYou chose rejection\nOver thoughts of insight\nYou take action\nFrom focus on intent\nAnd race for impact\nNot waiting for the fall\nWhat cries here, cries inside\nMan is the cemetery for unlived life\nThe grand…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",The Grandest Accusation+Dark Tranquillity
83,[],Time Junction+Steve Morse Band
