,0_x,0_y
13,"[""I suddenly noticed the body of a parson lying on the ground in a ruined churchyard\nI felt unable to leave him to the mercy of the red weed, and decided to bury him, decently\nNathaniel! Nathaniel!\nThe parson's eyes flickered open\nHe was alive!\nNathaniel, I saw the church burst into flame, are you all right?\nDon't touch me!\nBut it's me, Beth! Your wife!\nNo! You're one of them - a devil!\nHe's delirious!\nLies! I saw the devil's sign!\nWhat are you saying?\nThe green flash in the sky\nHis demons were here all along, in our hearts and souls\nJust waiting for a sign from Him\nAnd now they're destroying our world!\nBut they're not devils, they're Martians\nWe must leave here!\nLook, a house still standing, come Nathaniel, quickly\nWe took shelter in a cottage, and black smoke…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Spirit Of Man+Jeff Wayne
14,[],Mitleid Mit Den Dummen+Die Antwort
15,[],Me kahvilassa istuttihin+Solistiyhtye Suomi
16,[],Hoy (Hoy)+Al Este Del Eden
17,"[""Yeah, yeah, yeah\nOoh whoa whoa\nWhoa, whoa, ooh\nYeah, yeah\nAll of my life\nCan somebody tell me why\nThese chicks keep falling for the same guy\nIt's been going on for a while now\nI'm feeling so much more\nI'm trying really hard\nBut I can't stop from crying\nWhat do I do\nI'm falling in love\nIf I'm not I'd be lying\nWhy am I hanging on\nTo such a memory\nToo strong that I can't let go even though I'm trying\nWith the happiness\nYou're telling me when we will ever be what we used to be again\nAll of my life\nI've waited for someone like you\nI feel it when I look at you\nIn your eyes I see the truth\nAll of my life\nI've spent day and day just loving you\nAnd when you're away, I'm missing you\nNow tell me what am I gonna do\nAll of my life\nI'll give you everything you'll ever need\nAlways be…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",All Of My Life+Natalie
18,['Disponible en\nDeezer\nGoogle Play Música\nArtista: Frank Chacksfield y Su Orquesta\nGénero: Dance/Música electrónica'],Song Of The Trees+Frank Chacksfield & His Orchestra
19,"[""All day long, I hear my telephone ring\nFriends calling giving their advice\nFrom the boy I love, I should break away\n'Cause heartaches, he'll bring one day\nI lost him once through friends' advice\nBut it's not gonna happen twice\n'Cause all advice ever gotten me\nWas really long and sleepless nights\n(Oooooh!)\nBut now, he's back in my arms again\nRight by my side\nI got him back in my arms again\nSo satisfied\n(Oooooh!)\nIt's easy for friends to say let him go\nBut I'm the one who needs him so\nIt's his love that makes me strong\nWithout him, I can't go on\nThis time, I'll live my life at ease\nBeing happy loving whom I please\nAnd each time we make romance,\nI'll be thankful for a second chance\n(Oooooh!)\n'Cause he's back in my arms again\nRight by my side\nI got him back in my arms…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Back In My Arms Again+The Supremes
20,"['You can make the sun turn purple\nYou can make the sea turn turtle\nBut you know you can never make me love you more\nYou can turn wine into water\nTurn sadness into laughter\nBut you know you can never make me love you more\nLet the sky fall down, let the leaves turn brown\nStill you know you can never make me love you more\nLet the redwoods die, let the wells run dry\nStill you know you can never make me love you more\nYou can make dew into diamonds\nOr pacify the lions\nBut you know you can never make me love you more\nYou can make me dance to order\nMy sex hung, torn, and quartered\nBut you know you can never make me love you more\nLet the new day hide, leave the scars inside\nStill you know you can never make me love you more\nLet the rain poor down, let the valleys…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Love U More+Sunscreem
21,[],Shine Out+Flykkiller
22,"[""Il était un soir\nIl était une fois\nQuelque chose et moi\nQuelque chose et moi\nIl était un soir\nIl était une fois\nQuelque chose et moi\nQuelque chose et moi\nUn signe un espoir\nUne image une voix\nQuelque chose et moi\nQuelque chose et moi\nEt je n'étais plus seul au monde\nEt je n'avais plus peur ni froid\nEt je vivais chaque seconde\nEt j'étais partout à la fois\nEt une araignée de légende\nTisse le ciel de ma nuit\nComme je suis heureux dans ma chambre\nJe ne sais pourquoi ni pour qui\nJe vais et je viens\nMal et bien sous mon toit\nQuelque chose et moi\nQuelque chose et moi\nEt je n'attends rien\nNi des dieux ni des rois\nQuelque chose et moi\nQuelque chose et moi\nComme un prisonnier s'émerveille\nA regarder vivre une fourmi\nJ'ai recu de bonnes nouvelles\nIl parait…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Quelque Chose Et Moi+Gerard Lenorman
23,[],Where Do We Go (featuring Twista)+Yung Berg
24,"['Going back to a tender age,\nSo full of confusion and rage,\nDaddy says, ""Boys, your Mama\'s gone.""\nThere\'s a hand on your shoulder as you\'re throwing dirt,\nSomeone says, ""Time heals the hurt.\nLittle man, you got to keep on keepin\' on, ""\nBut all you want is Mama\'s arms.\nYou ride back home in a limosine,\nThe saddest car that you\'ve ever seen,\nYour brother can not look you in the eye.\nLightning strikes, thunder roars,\nAn early winter in that heart of yours,\nBut you swear you won\'t let them see you cry\n\'Cause all you want is Mama\'s arms.\nThe neighbors come and bring you pies,\nEndless words and futile sighs,\nAnd you run up to your room and lock the door.\nAnd there you are in your Sunday best,\nThe way your Mama would have had you dressed\nAnd you realize it doesn\'t…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Mama's Arms+Ronan Keating
25,"[""Before I start to cry\nJust turn and walk on by\nGo away, baby baby, leave today\nDon't make me think about\nWhat you should have figured out\nIs it true\nWas it always me and you\nSo go away\nDon't stay\nBaby baby, listen to me when I…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Before I Start To Cry+Vivian Girls
26,[],Hide+Madee
27,[],What A Wonderful World+Brave Combo
28,"[""I always wonder where your mind is\nAnd don't you think that you've got the time\nI see you floating down this river\nAnd don't you think that you could be mine?\nNa na na na please be mine woah oh oh\nYou make me feel like a broken pinwheel\nAnd don't you think that we could make it…\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Please Be Mine+Squirtgun
29,"[""What do you feel\nWhen you let go of the wheel\nCan you take a leap of faith\nWill you face the change of pace\nThere are worlds out there\nBeyond compare\nGoing on a journey\nSomewhere far out east\nWe'll find the time to show you\nWonders never cease\nAll that we? ve been through\nBrings my soul so close to you\nWhy not cast your fears aside\nWe can laugh until we cry\nThere are worlds out there\nBeyond compare\nGoing on a journey\nSomewhere far out east\nWe? ll find the time to show you\nWonders never cease\nGoing on a journey\nSomewhere far out east\nWe? ll find the time to…\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",The Red Room+Venus
30,[],The Wreck of the Old 97+Cisco Houston
31,[],When I Die+Westbound Train
32,[],My Baby Loves Crime+The Gizmos
33,[],Once In A Lifetime+John Davidson
34,"[""Never mind the dishes\nPiled high in the sink\nNever mind the weather\nOr your work day\nYou been running\nAll day long\nTrying to be everything\nTo everybody\nEverything to everybody\nLet's be still and see what a\nLittle silence can bring\nGo on and lose yourself\nFor just a little while\nRight now no one\nIs aiming to impress\nRight now more is less\nNo this is not a test\nOn the world\nThe world is hard enough\nAnd you can't always be made\nOf the toughest stuff\nSo just surrender\nOh surrender\nLet worries all fall from your face\nKnowing this is the safest place\nTo surrender\nCome on surrender\nIt's only us\nGiving in to trust\nAnd come tomorrow\nIt's back to the everyday\nAnd come to tomorrow\nIt's business as usual\nThere will be lots…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Surrender+Jane Monheit
35,"['Fecha de publicación original: 24 de enero de 2011\nAutor: J.P. Bowie\nGéneros: Literatura erótica, Novela rosa, Aventuras, romance contemporáneo, novela gay']",Nowhere To Hide+JP & Jukesy
36,[],Papermate Spaceships+Earthworms
37,"[""When they begin the beguine\nIt brings back the sound of music so tender\nIt brings back a night of tropical splendor\nIt brings back a memory ever green\nI'm with you once more under the stars\nAnd down by the shore an orchestra's playing\nAnd even the palms seem to be swaying\nWhen they begin the beguine\nTo live it again is past all endeavor\nExcept when that tune clutches my heart\nAnd there we are, swearing to love forever\nAnd promising never, never to part\nWhat moments divine, what rapture serene\nTill clouds came along to disperse the joys we had tasted\nAnd now when I hear people curse the chance that was wasted\nI know but too well what they mean\nSo don't let them begin the beguine\nLet the love that was once a fire remain an ember\nLet it sleep like the dead…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Till There Was You+Frank Chacksfield
38,[],3 Points...+OOO
39,"[""The sun rises at nine departs at five\nAin't doing overtime no more\nBecause in this world of color\nThe brightest picture is plugged right into your wall\nAnd maybe there's a million people singing shoeshine blues\nTo no one that they've ever met before and\nIndifference is a drug that I see people buy\nat the local store, local store\nYou, you, you think a little love is all you need\nBut love is such a small thing can't you see\nI think you'll find it sits in a book and\nchanges the words that you read\nYou just feel what you want it to be\nWhat you want it to feel\nWhat you want it to be\nOh\nYou just feel what you want it to be\nWhat you want it to feel\nWhat you want it to be\nThe man in the moon has a cold in the back of his head today\nSo dark is the…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Feel What You Want+Kristine W
40,[],What You Said+Midway Still
41,"[""Do you remember\nBefore the rain came down\nYou were so full of life\nSo bring that right back round\nIt's a rainy day\nIt's a rainy day\nIt's a rainy day\nIt's a rainy day\nBilly was a youth on the way to school\nHum an him bredin\nDeh ina everything togeda\nGyal dem catchin'\nGo ina di club a night time\nBubblin' pan di rydim\nAfter the school year\nDone Billy did loose sight of him\nMany many time pas by\nAn him hear\nHim friend hustin'\nDrop ina di trap fi di double\nAn him receive bullit\nBilly feel bad bredin dead an bury\nIt's a rainy da\nYeah the sun will shine\nIt's a rainy day\nIt's a rainy day\nIt's a rainy day\nIt will turn out right\nIt's a rainy day\nIt's a rainy day\nYeah\nWhat a very terable thing\nWhen the family dem strugglin'\nBilly is another example\nOf…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",It's A Rainy Day+Ice Mc
42,[],Sleepy+Funki Porcini
43,"['Mein Bewusstsein öffnet sich den geistigen Wahrheiten\nUnd ich profitiere davon zu jeder Zeit\n(Hallo hallo hallo hallo hallo hallo hallo hallo)\n(Holla holla holla holla)\nHallo!\nSmu D-O mein Name,\n""Mach dich frei"" der Titel meiner Sprechgesangsbestandsaufnahme.\nWie viele Menschen bin auch ich neuen Reizen ausgesetzt\nUnd manches Dogma hat sich dabei schon in mein Gehirn geätzt.\nDoch warum neigt der Mensch zur Stabilität,\nZu Rivalität, die Individualität verschmäht?\nDen Geist auf Diät gesetzt\nAufgebläht mit Vorurteilen fern der Realität,\nSeine Kapazität liegt in der Kreativität\nSeine Qualität liegt in der Virtuosität,\nVitalität, Originalität, Genialität,\nIntensität, mit der er deine Seele berät.\nUnkompliziert expandiert dein Geist unisoliert\nDas heißt wenn du…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind']",Mach Dich Frei+Die Fantastischen Vier
44,"[""Old record playing on my own radio\nAnd I know it's time to go\nGet up and out of this black hole\nI gotta get it right\nI gotta quit these drugs\nI gotta get inside\nSomebody's arms\nTonight\nCan't remember who I was before\nTonight\nOh my heart if halfway out the door\nTonight\nSweet city come on give me a handful of stars\nI'm ready for the midnight show\nI'm gonna light a fire\nOn the street I love\nI'm gonna get inside\nSomebody's arms\nTonight\nCan't remember who I was before\nTonight\nMy heart is halfway out the door\nTonight\nI gotta…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Somebody's Arms+Sarah Slean
45,"[""De nacht verbleekt, het huis ontwaakt\nDe zon die zacht zijn ogen raakt\nEn vader heeft de thee gezet\nDe kleine prins, verbaasd, klimt uit zijn bed\nEen jongenshand, een open deur\nDe gang met die bekende geur\nEen vreemd geluid, breekbaar klein\nEen nieuw geluid, wat zou 't zijn\nTwee blote voetjes aarzelen dan\nOm al wat hij niet weten kan\nDe onrust is voorbijgegaan\nHet bracht hier iets, het heeft een naam\nVanuit het bed komt moeders stem\nVol warmte en geheimen\nHeel stil en hoog tilt vader hem\nWijzend op de kleine\nVerwarring glijdt van zijn gezicht\nHij ziet alleen nog wat daar ligt\nHet wonder wordt opeens herkend\nHet wonder is: dat jij er bent\nEen paar…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Kleine Prins+Rob De Nijs
46,[],Riding The Danville Pike+Blue Highway
47,[],Gimme Something+Stratus
48,"[""If I could have the world and all it owns\nA thousand kingdoms, a thousand thrones\nIf all the earth were mine to hold\nWith wealth my only goal\nI'd spend my gold on selfish things\nWithout the love that Your life brings\nJust a little bit more is all I'd need\nTill life was torn from me\nI'd rather be in the palm of Your hand\nThough rich or poor I may be\nFaith can see right through the circumstance\nSees the forest in spite of the trees\nYour grace provides for me\nIf I should walk the streets, no place to sleep\nNo faith in promises You keep\nI'd have no way to buy my bread\nWith a bottle for my bed\nBut if I trust the one who died for me\nWho shed His blood to set me free…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",In The Palm Of Your Hand+Alison Krauss / The Cox Family
49,[],Goldmind+Masai Bey
50,"[""Da da da da\nDa da da\nDa da da da\nDa da da (oh yeah)\nDa da da da\nDa da da\nDa da da da\nDa da da\nHow about a cup of coffee\nMe and you, we can meet at the cafe\nParler while sippin cappuccinos\nIf that ain't you, we can go hit a movie\nHere I am all jittery and nervous\nGot me feelin that I'm really not good at this\nIn your mind I know your thinkin what I'm up to\nAll I want to do is try to get to know you\nI can be the one\nYou know the one you don't know your lookin for\nWe can be the spark\nTo start a fire that the worlds been waitin for\nThe greatest love affair started with hello\nThe greatest love song started with a note\nAnd the mona lisa started with a stroke\nMaybe me and you could be one of those\nThe greatest idea started with a thought\nIf I think hard enough I can win…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Greatest+S Club
51,[],Healed (Key-A-Premiere Performance Plus)+Nichole Nordeman
52,[],Love Letter+Julie Ruin
53,['Sin ti\nNo podré vivir jamás\nY pensar que nunca más\nEstarás junto a mí\nSin ti\nQue me puede ya importar\nSi lo que me hace llorar\nEstá lejos de aquí\nSin ti\nNo hay clemencia en mi dolor\nLa esperanza de mi amor\nTe la lleves por fin\nSin ti\nEs inútil vivir\nComo inútil será\nEl quererte olvidar\nSin ti\nNo podré vivir jamás\nY pensar que nunca más\nEstarás junto a mí\nSin ti\nQue me puede ya importar\nSi lo que me…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: LyricFind'],Sin Ti+Trio Los Panchos
54,[],Ãœberfall+Separate
55,"[""I am desperately seeking\nMore ways to believe in\nThe sensation of a second chance\nI was so unaware of all\nAnd I surely wasn't ready\nWhen you dropped the bomb\nNow you wanna get rid of me\nDoes it mean you didn't feel\nAll the things that I\nThought would last forever?\nNow you wanna get rid of me\nDoes it mean it wasn't real\nWhen you told me that you\nLoved me more than ever?\nI've been beaten and mugged\nI've been lynched, I've been cut\nBut never before left to rot\nI'm down on the pavement\nBut blood is the least\nOf my worries right now\nNow you wanna get rid of me\nDoes it mean you didn't feel\nAll the things that I\nThought would last forever?\nNow you wanna get rid of me\nDoes it mean it wasn't real\nWhen you told me that you\nLoved me more than ever?\nForever and ever\nYou break me,…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Rid Of Me+Lovex
56,"[""You just like me 'cause I'm good in bed\nYou just like me 'cause I'm good in bed\nYeah, that's what your girlfriend said\nYou just like me 'cause I'm good in bed\nGood in bed\nGood in bed\nWell I'll meet you at the pub\nAt two minutes to ten\nYou're all ready to go\nWith six bottles of beer\nAnd a sneer on your face\nWell I'd run\nBut I'm much too slow\nYou just like me 'cause I'm good in bed\nYeah that's what your girlfriend said\nYou just like me 'cause I'm good in bed\nYou just like me 'cause I'm good in bed\nAt half past one\nWell I'm flat on the floor\nCaught like a rat in a trap\nFifteen times a week\nAnd you still want more\nOh God, you talk such crap\nYou just like me 'cause I'm good in bed\nYeah, that's what your girlfriend said\nYou just…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",You Just Like Me Cos Im Good In Bed+Skyhooks
57,"[""We made love for an album\nEverything went quiet at once\nSo good to be lying\nHappy and sane in your arms\nI don't care what they do\n'Cause being here with you\nIs news to me\nTell everybody\nThe lights are back on\nWe made civic art\nUnder a streetlight\nSomething for the drivers tonight\nMonday's my Sunday\nI don't have a thing to do\nBut try and get up\nWhile it's still light\nI don't care what they do\n'Cause being here with you\nIs news to me\nTell everybody\nThe lights are back on\nYeah, it's news to me\nTell everybody\nThe lights are back on\nDearheart\nHow I've been everywhere\nDearheart\nHow I've been everywhere\nEverywhere\nEverywhere…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",The Lights Are Back On+The Whitlams
58,[],You (Single Version)+Shaznay Lewis
59,[],A Modern Lesson+Aksak Maboul
60,['Voy buscando los recuerdos\nDe un amor que ya murió\nQue hace tiempo fue mi vida\nPero que ahora terminó\nVoy buscando las palabras\nQue la brisa se llevó\nVoy buscando tus caricias\nTus sonrisas y tu amor.\nAún recuerdo nuestro parque\nAquel tibio atardecer\nAún recuerdo aquel paisaje\nDonde te empecé a querer\nLos momentos que pasamos\nSiguen viviendo aun en mi\nY es dificil olvidar que te perdí\nNada ha cambiado en nuestro parque\nAllí todo sigue igual\nPienso que aún no es tarde\nY es posible que decidas regresar\nOtra vez a mi para revivir\nAquel amor.\nPero sabes que en el fondo\nNo me puedes olvidar\nPorque sólo yo te quise de verdad.\nNada ha cambiado en nuestro parque\nAllí todo sigue igual…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch'],Voy Buscando+Nino Bravo
61,"[""Ooh\nThis is for that little child with no father\nFor that man that doesn't have a place to stay\nFor that little boy living with AIDS\nCan I tell you a story, tell you a story\nYou can lean on me\nThere's a man (oh yes)\nStanding on the corner\nHe has no home\nHe has no food\nAnd his blue skies are gone (yes it is)\nCan't you hear him cryin' out\nAnd there's a girl\nSearching for a father and a friend\nPraying that the storm someday will end\nBut instead of walking away\nOpen up your heart and say\nI am here\nYou don't have to worry\nI can see\nI can see your tears\nYour tears\nI'll be there in a hurry when you call\nYes I will\nFriends are there to catch you when you fall\nHere's my shoulder\nHere's my shoulder, you can lean on me\nHalleluia\nOoh\nListen\nOh, there's a child\nWho is sick and…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Lean On Me+Kirk Franklin
62,"['No tienes que darme mas explicaciones\nSi dices que te vas, adios, que te vaya bien\nNo es necesario que me digas tus razones\nEn el juego del amor siempre hay un perdedor\nEl juego es tuyo, Y has decidido después de todo hacerme a un lado\nEl juego es tuyo, me he equivocado\nFuiste mas lista de yo que yo había pensado\nNo tienes que darme mas\nNo es necesario que me\nEl juego…\n\n\n\nFuente: LyricFind']",El Juego Es Tuyo+Mazz
63,"[""Choo choo train is riding, all aboard\nRiding on a train\nThink of you again\nYour love has got me high\nHigh\nHigh\nYou know I need you\nBaby.\nSince we've been together our love has been forever young\nSo don't stop what you're doing\nBaby\n'Cause you do it right\nRight\nRight\nI have missed you so\nDon't you know it\nBabe\nAnd I can't wait to hold you in my arms\nHey\nHey\nI'm riding on this train for you.\nRiding on a train\nThink of you again\nGot myself a ticket\nFirst class one way there\nYou're my destination valentine\nNow the train wheels are turning\nGot my heart burning.\nDarling\nDarling\nDarling\nHold me tighter\nPlease\nOh yeah\nOoh\nOoh\nOoh\nNow I see your face shining brightly\nI'll never leave you again\n'Cause I'm staying home\nOh well\nI'm staying home with you …\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Riding On A Train+The Pasadenas
64,[],I Am+Garcia
65,[],Walk Like An Insect+Dimentia 13
66,[],El reloj de la pastora+Sierra Maestra
67,[],Jano+Two Pounds
68,[],Notown Blues+The Black Lips
69,"[""With you I'm brighter,\nMy eyes like lighters\nThey shine inside my Parka\nUp with the winds,\nUp with the skies,\nUp with the fears\nBut you know with you I'm fine,\nYou and me we're just fine\n1 million invisible lines\nOut your head and into mine\nYou and me we're just fine\n1 million invisible lines\nOut your head and into mine\nYou and me we're just fine\nWith you I'm brighter,\nMy eyes like lighters\nThey shine inside my Parka\nUp with the winds,\nUp with the skies,\nUp with the fears\nBut you know with you I'm fine,\nYou and me we're just fine\n1 million invisible lines\nOut your head and into mine\nYou and me we're just fine\n1 million invisible…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",U + Me =+Dan Black
70,['Un paraiso vegetal lo enmarca todo\nFrutas maduras parecen adornos de oro\nLas aguas con un beso humeden la arena\nY aquel embrujo tiene encanto de sirena.(bis)\nPasa la noche serpenteando el orinoco\nMoviendo el ojo plateado\nEntre el paisaje mas hermoso\nUn chapoteal de pescadores de tortugas\nSe mueve por la espesura el animal mas sigiloso\nOrinoco! ya vas llegar¡ rio hermoso! ya vas a llegar¡\nVenezuela en ti palpita en ti suspira como un organo vital\nOrinoco! ya vas a llegar¡¡ rio hermoso\nEl auyantepuy es tu autentico guardian.(bis)\nEl orinoco va rodando contra el viento\nY en su cayuco un pescador esta contento\nEn plena noche se va guiando por la luna\nY las estrellas va contando una por una(bis)\nPasa la noche serpenteando el orinoco\nMoviendo el ojo plateado\nEntre…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nFuente: Musixmatch'],Orinoco+Rincon Morales
71,[],Make It So+Daedelus Featuring Michael Johnson
72,"['Promised Light\nI had been taught to speak\nThe language of butterflies\nI have been used to think\nThat we all could have wings\nWho said we could not have wings?\nSo give me the illusion\nThen give me frustration, give me...\nPromised light\nFor all of us denied\nMocks at this grey little being\nPromised light\nThe prize for all those blind\nTamed souls who still believe\nWhen disappointment kills hope\nAnd hunger makes us forget\nForget that once we wanted to be free\nNow the fountain of wishes\nBelongs to me just to steal the coins and run...\nRun away!\nThe flowing of a…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Promised Light+Poema Arcanus
73,"[""Keep high ambitions if you like\nDream big dreams if you want to\nSet your own goals and your hopes\nDon't let anyone take them away\nThe motivation song\nIs here to motivate you\nShow the world that you can make it\nBelieve in yourself\n'Cause You can be the best, the best\nDon't listen to the rest\nWhen they say that you are nothing\nYou can be the best\nThe best of the best\nAnd the rest will see …\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Motivation Song+Selfmindead
74,[],Abnormal (Acoustic_ instrumental)+Bumblefoot
