,0_x,0_y
27,['Disponible en\nGoogle Play Música\nArtista: Cliff Bennett and the Rebel Rousers\nÁlbum: Into Our Lives (The EMI Years 1961-1969)\nFecha de lanzamiento: 2009\nGénero: Pop'],Come Closer (Mono)+Cliff Bennett & The Rebel Rousers
28,[],17 Years (Live)+The Partisans
29,[],The Ludlows+James Horner
30,"[""We spoke today to a jury\nYou could see the doubt in their eyes\nOur words are trained to delivery\nThere was nothing left to change their minds\nRemember when you were my accomplice\nNow we forget why we started this\nI don't want to go in the fire, I just want to stay in my home\nI don't want to hear all the liars, I just want to be with my own\nI don't want to go in the fire, I just want to stay in my home\nWe took today what we buried\nYou just hope to pass, that's why you hide it\nI held your weight, now it holds me\nA coward's way to be inviolate\nYou will protest once ask your blessing\n'Til you accept them into your nest\nI don't want to go in the fire, I just…\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Fables+The Dodos
31,"[""I wrote your name in dust on a truck\nAs it rolled out of town\nJust in case my love for you might be found\nI cried my tears in a mountain stream\nThey'll sting you one day\nI called your name in a giant cave\nIt echoes to this day\nSo sister, you're hearing how I miss her\nBut I don't think that she's hearing my calls\nSo sister, you're hearing how I miss her\nBut I don't think that she's hearing my calls\nNo I don't think that I'm helping my cause\nI wrote our names on a subway wall\nJust in case you call\nI rent a room and its just for two\nBut where are you?\nSo sister, you're hearing how I miss her\nBut I don't think that she's hearing my calls\nSo sister, you're hearing how I miss her\nBut I don't think that she's helping my cause\nNo I don't think that it's helping my…\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",So Sister+The Verve
32,[],Why Didn't You Call Me+Macy Gray
33,"[""Forests wrecked and cut,\nFlies the raven in the sky\nHe's got no home, no lonely hut,\nHe's forced to fly and fly\nShut your eyes, don't kill your dreams,\nFly, trough the clouds above\nNothing is no longer what it seems,\nTurn all your anger to love\nA lonely wolf was chased down there,\nBy people scared and poor\nHe's like you, he cannot share his life no more\nFly down raven to your friend,\nLeave destruction far behind\nFly and run until the end and finally ease your mind\nFly away like the raven\nHe was running free across the plains,\nBut now he's doomed to die\nWe're coming back you can be sure,\nIt's all just one big lie\nShut your eyes, don't kill your dreams,\nFly trough the clouds above\nNothing is…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",The Raven+Sturm und Drang
34,"['Quand les amants entendront cette chanson\nC\'est sûr, ma belle, c\'est sûr qu\'ils pleureront...\nIls écouteront\nLes mots d\'amour\nQue tu disais\nIls entendront\nTa voix d\'amour\nQuand tu m\'aimais\nQuand tu croyais que tu m\'aimais\nQue je t\'aimais, que l\'on s\'aimait...\nQuand les amants entendront cette chanson\nC\'est sûr, ma belle, c\'est sûr qu\'ils pleureront...\nJ\'entends toujours... j\'entends ton rire\nQuand quelquefois je te disais:\n""Si un jour...\n...tu ne m\'aimais plus,\nSi un jour...\n...on ne s\'aimait plus...""\nTu répondais: ""C\'est impossible!""\nEt tu riais... tu riais...\nEh bien, tu vois, tu n\'aurais pas dû rire...\nQuand les amants entendront cette chanson\nC\'est sûr, ma belle,…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch']",Les Amants+Edith Piaf - Charles Dumont
35,['Sub sola nihil novi este\nAdha spera bella spera\nQuiri te prima…\n\n\n\nTraducir al español\nFuente: LyricFind'],Interlude I Dei Gratia+Kamelot
36,[],Below Me (Album)+Trouble
37,[],Soul Seekerz Theme+Soul Seekerz
38,"[""At last, my love has come along\nmy lonely days are over, and life is like a song\nAt last, the skies above are blue\nMy heart was wrapped in clover\nEvery since the night I looked at you\nAnd I found a dream that I could speak to\nA dream to call my own\nI found a thrill to press my cheek to\nA thrill I'd never known\nWhen you smiled, and then the spell was cast\nAnd here we are in Heaven, I found my love at last\nI found a dream that I could speak to,\nA dream to…\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",At Last+Malene Mortensen
39,[],Cobardemente+Los Intocables Del Norte
40,"[""Let's have a party, a party tonight,\nWe'll bring the music for your delight,\nRoll out the barrels, spread out some cheer,\nWe'll play a polka for everybody's ears,\nCome to the party join with your friends,\nSinging and dancing 'till evening ends,\nWe'll drink and toast 'till the barrel runs dry,\nLet's have a party, a party tonight.\nLet's have a party, a party tonight,\nWe'll bring the music for your delight,\nRoll out the barrels, spread out some cheer,\nWe'll play a polka for…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Let's Have A Party+Frankie Yankovic
41,[],Adam And Eve In The Garden Of Eden+David Evans
42,"[""As long as we're getting a bit technical,\nI'd like to remind you that most women\nAnd children can perceive higher frequencies\nOf sound than most men. \nEverywhere I see your faces,  \nEverywhere you sing your smile and,  \nEvery time you're not around,  \nIt doesn't matter,  \n'Cause you're everywhere to me. \nEveryone you've ever known counts on you,  \nWaits for you,  \nTo come through. \nDon't you know that you're gonna break through? \nAnd everywhere you came and left,  \nYou came in the name of love and,  \nLeft a wake of happiness and tenderness,  \nAnd sweet conflict, sweet conflict. \nYou hang around,  \nYou come on down,  \nYou come on down,  \nAnd it's on and on and on and on,  \nIt's on. \nIt goes on. \nYou hang around,  \nYou come on down,  \nBut you don't come down. …\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Everywhere+Bran Van 3000
43,"[""Girl, it's your body\n(You're body, body, baby)\nGirl, it's your body\n(You're body, body, girl)\nI just can't seem to get enough, oh\nEnough of your loving\nGirl, it's your body\n(You're body, body, baby)\nOh, it's your body\nGirl it's your body\n(You're body, body, girl)\nGirl, oh I\nListen\n(Tell everybody Johnny)\nDon't think that I'm crazy\n(I don't)\nSee you've been my lady\nFor so many years\nAnd I think it's time that I let you know how I feel\n(Tell 'em, tell 'em, tell, 'em)\nYou see I finally figured it out\n(Figured it out)\nWhy I still can't seem to get enough of your love\nEnough of your love, yeah, yeah\nEvery time I'm near you\nMy whole body can't keep still\nGirl I'm on fire\nTemperature's rising higher and higher\nGirl, I loose all self control\nEvery time, every time you're near…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",It's Your Body+Johnny Gill / Roger Troutman
44,[],Let You Fall+Dysrhythmia
45,"[""I tried to discover\nA little something to make me sweeter\nOh baby please refrain\nFrom breaking my heart\nI'm so in love with you\nI'll be forever blue\nThat you give me no reason\nWhy you're making me work so hard\nThat you give me no\nWell you give me no\nYou give me no soul\nI hear you calling\nPlease, give a little respect\nTo me...\nI'm so in love with you\nI'll be forever blue\nThat you…\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",A (Very) Little Respect+Silence 4
46,[],Re-Union (Album Version)+Hank Dogs
47,[],Rocking Jenny Jones+Big John Greer
48,"[""Roll me along\nRoll me along\nIf it don't kill me, it'll make me stronger\nRoll me along\nRoll me along\nIf it don't kill me, it'll make me stronger\nIf it don't make me stronger, it lay me down to sleep\nI headed straight for the heart of the gold coast\nAnd landed right in the heart of the city night\nOne more kid from a sleepy town\nI just about got it right\nI was wrapped in the arms of sickness\nWith my fever running through my head\nWay too young to be worried yet\nBut old enough to pay my debts\nYou know I'm old enough to pay my debts\nRoll me along\nRoll me along\nIf it don't kill me, it'll make me stronger\nRoll me along\nRoll me along\nIf it don't kill me, it'll make me stronger\nI was pulled out of the cold, cold ground\nAnd they slapped me so that I could breathe\nAnd I know…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",If It Don't Kill Me+Monks Of Doom
49,[],Anata Ga Suki+Nona
50,[],Bello+Patty Pravo
51,[],Two Headed Dog+Antiseen
52,"[""Why is everbody always pickin' on me?\nThe morn' that I was born my old man beat up the doctor\nHe clocked the doctor cause the doctor said I looked like Chewbacca\nThe doctor said sir you're misled sir which infers you mistook me\nI did not mean your lovely wife was shackin' up with a wookie\nWhat I mean is Wolverine is less hairy than your son\nHe's looks like Chewie Baba Booey Baba Booey and a Hong Kong Phooey all in one\nTo put it mild your new-born child's completely nutty fu-fu lookin'\nI'd shove him back into the oven until he is done cookin'\nBut why's everbody always pickin' on me?\n'Cause my fifteen-year-old cousin has less acne\nBut why's everbody always pickin' on me?\nAin't brushed them teeth since 1983\nBut why's everbody always pickin' on me?\n'Cause…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Why's Everybody Always Pickin' On Me?+Bloodhound Gang
53,[],Har Du Glemt Dine Nosser+Suspekt
54,[],Iris [Demo]+Goo Goo Dolls
55,"[""Massive nuclear death. Screams of pain\nAnd sorrow all has lost its faith, for\nThem there's no tomorrow. Bodies all\nAround, smell of burnt flesh and vomit\nBlack and white has turned to grey. Earth\nOf horror and decay Bush and Gorbachev\nDead. Humanity has lost its world it's one\nThing has won? Burial\nThe day of maturity.\nSuffocation\nThe day of dying parents\nLook for their children in masses of gore\nAnd bones smell the rancid flesh. The\nToxic taste is in the air [repeat chorus]\nDyin' the…\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",The Day Of Maturity+Edge Of Sanity
56,[],Ice Forests Of Orion+Kevin Braheny
57,['Disponible en\nYouTube Music\nDeezer\nGoogle Play Música\nArtista: Mac Lara\nFecha de publicación: 6 de enero de 2015\nGénero: Pop\nDiscográfica: Fuego'],Lejos De Aqui+Lara & Reyes
58,[],Expectations+The Boomers
59,[],No Taxation Without Representation+Malcolm X
60,[],The Story Of A Romantic+Beck And Allen
61,"[""So winter froze the river\nAnd winter birds don't sing\nSo winter makes you shiver\nSo time is gonna bring you spring\nso he swears he'll never marry\nSays that cuddles are a curse\nJust tell him plain\nYou're on the next train\nIf love don't get there first\nTime and love\nEverybody\nTime and love,\nNothing cures like\nTime and love\nDon't let the devil fool you\nHere comes a dove\nNothing cures like Time and love\nSo winter froze the river\nAnd winter birds don't sing\nSo winter makes you shiver\nSo time is gonna bring you spring\nyou been runnin', you been ramblin',\nAnd you don't know what to do\nA holy golden wager says\nThat love…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Time And Love+Laura Nyro
62,"[""Countdown until the time we're together\nBut then what does that mean?\nJust another place to hang around\nThose eyes that fill me up with a longing\nTaking over my life\nLook at me like I can't do a thing\nDo you want to tell me\nHow much it is you need me\nOr are you saying you would rather be alone?\nDo you want to tell me\nHow, when you're around me\nYou're scared of taking down a heart besides your own?\nUptight from time to time\nIs it something or the state of your mind\nOr is it simply the way it is?\nUpset, small wonder why\nWith the kinds of words you want to know\nWhy make it that much harder just to live?\nDo you want to tell me\nHow much it is you need me\nOr are you saying you would rather be alone?\nDo you want to tell me\nHow, when you're around me\nYou're scared of…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Do You Want To Tell Me+The Grapes Of Wrath
63,[],Battle Into Heaven+Monkey
64,[],Cancun+Itamar Sagi
65,"[""No warning sign, no alibi\nWere fading faster than the speed of light\nTook our chance, crashed and burned\nNo, we'll never ever learn\nI fell apart\nBut got back up again\nAnd then I fell apart\nBut got back up again, yeah\nWe both could see crystal clear\nThat the inevitable end was near\nMade our choice, trial by fire\nTo battle is the only way we feel alive\nFell apart\nBut got back up again\nAnd then I fell apart\nBut got back up again\nAnd then I fell apart\nBut got back up again\nOh ay oh\nOh ay oh\nOh ay oh\nOh ay oh\nOh ay oh\nOh ay oh\nSo here we are, the witching hour\nThe quickest time to divide and devour\nDivide and devour\nIf I…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",If We+Alibi
66,[],Nega Luzia (1999 Digital Remaster)+Paulinho Da Viola
67,[],Sonne im Arsch+Lars Klein
68,[],ÃœSMG+Sodom & Gomorrah
69,"[""I hear cries tonight\nI hear cries tonight\nAin't no love\nAin't no life\nI hear cries tonight\nI hear cries tonight\nI hear cries tonight\nI hear, I hear\nI hear cries tonight\nI hear cries tonight\nI hear cries tonight\nI hear, I hear\nLike all of the best, We've been taken\nLike all of the lost, we've been had\nPray God, kingdom come, deliver us,\nAmen\nAll life, is it lost, have they won\nAin't no love in a concrete kingdom,\nAin't much life\nAin't no life in a concrete kingdom,\nI hear cries tonight\nAin't no love\nAin't no life\nAin't no right,\nWhat's for my son\nWhen all of the good,\nHave been taken\nWhere all of the lost,\nHave gone\nRavaged, then raped, annihilation-amen\nAll life, is it lost, have they won\nAin't no love in a concrete kingdom\nAin't much light\nAin't no life in a concrete…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Concrete Kingdom+Billy Idol
70,[],Somewhere+Audra McDonald
71,"[""If looks could kill, I'd never look at you again\nIf words could hurt I'd never talk to you again\nIf fate should spill into your life tonight\nEverything forever tonight\nYou know what I'm saying\nIf looks could kill, I'd never look at you again\nI'd never look into your eyes\nI'd never look at you again\nAnd then mabey, just for the thrill baby\nI may look at other men\n- If looks could kill\nI got no time for suckers, no time for loons\nIf the beat don't rock, don't play my tune\nYou know what I'm saying\nYou know what I'm saying\nIf looks could kill, I'd never look at you again…\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",If Looks Could Kill+Transvision Vamp
72,"[""Theologians\nThey don't know nothing\nAbout my soul\nAbout my soul\nI'm an ocean\nAn abyss in motion\nSlow motion\nSlow motion\nInlitterati lumen fidei\nGod is with us everyday\nThat illiterate light\nIs with us every night\nTheologians\nThat don't know nothing\nAbout my soul\nOh they don't know\nThey thin my heart with little things\nAnd my life with change\nOh in so many ways\nI find more missing every day\nTheologians\nI'm going away\nWhere you will look for me\nWhere I'm going you cannot…\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Theologians+Wilco
73,"[""I still remember\nHow you looked that afternoon\nThere was only you\nYou said it's just like a full moon\nBlood beats faster in our veins\nWe left our trousers by the canal\nAnd our fingers, they almost touched\nYou should have asked me for it\nI would have been brave\nYou should have asked me for it\nHow could I say no?\nAnd our love could have soared\nOver playgrounds and rooftops\nEvery park bench screams your name\nI kept your tie\nI've gone wherever you wanted\nAnd on that teachers' training day\nWe wrote our names on every train\nLaughed at the people off to work\nSo monochrome and so lukewarm\nAnd I can see our days…\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",I Still Remember+Bloc Party
74,"[""Wanna be a baller, shot caller\nTwenty-inch blades on the Impala\nCall her, gettin' laid tonight\nSwisha rolled tight, got sprayed by Ike\nI hit the highway, making money the fly way\nBut there's got to be a better way!\nA better way, better way, yeah\nI'm a, baller, I'm a twenty-inch crawler\nBlades on Impala, diamond rottweiller\nI-10 hauler, never a leader not a follower\nBreak these boys off I'mma twenty inch crawler\nBust a left, a right, I'm outta sight I'm throwed\nI'm bouncin' off the road I'm in a mode n 'fo\nTakin' it to 'em, hop out my big body form\nChain with the charm can't forget Moet along\nI'm hot, find me lookin' good, diamonds against my wood\nMan it's understood, got money in my hood\nI'm pushing big body can't stop me\nFor the nine-eight got to sell a…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Big Ballin'+Reality
75,[],Now You're Gone (US Remix) (2003 Digital Remaster)+Whitesnake
76,[],Heaven's Mirror+Lost Children Of Babylon
77,"[""Sweet 16 in leather boots\nBody and soul,\nI go crazy\nBaby, baby I'm a hungry,\nsweet 16\nFunky bar all full of faces\nPretty faces, beautiful faces\nBody and soul, body and soul I give to you\nI am an easy mark with my broken heart\nSweet 16\nShow you my explosion, sweet 16\nGo out to the funky bar I get hurt, crying inside\n'Cause everybody's so fine\nAnd they don't need me.\nTell me what can I do, sweet 16\nI give you my body and…\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Sixteen+Iggy Pop
78,[],I'm Gonna Put You Down+Smokey Wilson
79,"[""Arise, arise and face the day head on, these shattered wings still trying to heal\nSo I slip into another skin, erasing forward progression,\nAnd stumbling across these boundaries again\nAm I me or has he been dissolved?\nInfected with the world's disease still singing to the insect song\nSo I endure at what a cost, put a price on my sanity,\nSo hard to find body and mind,\nBoth of which consumed by slow decay\nWhat I need is so elusive\nAntidote for the incurable\nLiving in fear of what the future brings\nInject it into my life--the cure for this heartache\nInject it into my life--a moment of clarity\nInject it into my life--the reason to live one more day,\n'Cause my will is fading\nCan you feel it?\nAs the day now turns to night,\nI can feel my wounds begin to mend\nI must…\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Plague+Beyond The Embrace
80,"[""You sheltered me from harm\nKept me warm, kept me warm\nYou gave my life to me\nSet me free, set me free\nThe finest years I ever knew\nWere all the years I had with you\nI would give anything I own\nGive up my life, my heart, my home\nI would give everything I own\nJust to have you back again\nYou taught me how to love\nWhat it's of, what it's of\nYou never said too much, but still you showed the way\nAnd I knew from watching you\nNobody else could ever know\nThe part of me that can't let go\nAnd I would give anything I own\nGive up my life, my heart, my home\nI would give everything I own\nJust to have you back again\nIs there someone you know\nYou're loving…\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: Musixmatch""]",Everything I Own+Edison Lighthouse
81,"[""He's my, friend lover.\nLover like no other\nFills me up when I'm running low on love.\nHe's my, friend lover.\nLover like no other\nHe fills me up when I'm running low on love.\nI, just take the phone. dial him up.\nTell him what I want\nNeed a little this, need a little that.\nDown the front, down the back.\nHe don't wanna talk about where I been,\nI don't wanna talk about what he did.\nFor me he'll leave his homies.\nCome over and put it on me.\nHe don't wanna talk about what we do, it's just between us two.\nHe's my man.\nAll day.\nAll night.\nHe's my boo\nHe's my, friend lover.\nLover like no other\nFills me up when I'm running low on love.\nHe's my, friend lover.\nLover like no other\nHe fills me up when I'm running low on love.\nHuh-uh, huh-uh, huh-uh, huh-uh, huh-uh,…\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nTraducir al español\nFuente: LyricFind""]",Friend Lover+Electrik Red
